ens_ID	hgnc_symbol
ENSG00000167637	ZNF283
ENSG00000142303	ADAMTS10
ENSG00000180043	FAM71E2
ENSG00000095752	IL11
ENSG00000105732	ZNF574
ENSG00000176222	ZNF404
ENSG00000160472	TMEM190
ENSG00000233493	TMEM238
ENSG00000124459	ZNF45
ENSG00000105245	NUMBL
ENSG00000159905	ZNF221
ENSG00000108107	RPL28
ENSG00000204920	ZNF155
ENSG00000184162	NR2C2AP
ENSG00000028277	POU2F2
ENSG00000130287	NCAN
ENSG00000159882	ZNF230
ENSG00000187664	HAPLN4
ENSG00000213996	TM6SF2
ENSG00000159885	ZNF222
ENSG00000178386	ZNF223
ENSG00000178980	SEPW1
ENSG00000108106	UBE2S
ENSG00000186026	ZNF284
ENSG00000187902	SHISA7
ENSG00000267680	ZNF224
ENSG00000178928	TPRX1
ENSG00000063241	ISOC2
ENSG00000105705	SUGP1
ENSG00000197483	ZNF628
ENSG00000090971	NAT14
ENSG00000105392	CRX
ENSG00000123815	ADCK4
ENSG00000259009	TPRX2P
ENSG00000256294	ZNF225
ENSG00000105398	SULT2A1
ENSG00000188334	BSPH1
ENSG00000179954	SSC5D
ENSG00000263002	ZNF234
ENSG00000169393	ELSPBP1
ENSG00000167380	ZNF226
ENSG00000105507	CABP5
ENSG00000187550	SBK2
ENSG00000086544	ITPKC
ENSG00000231274	SBK3
ENSG00000218891	ZNF579
ENSG00000105499	PLA2G4C
ENSG00000179943	FIZ1
ENSG00000188493	C19orf54
ENSG00000181786	ACTL9
ENSG00000181733	OR2Z1
ENSG00000160570	DEDD2
ENSG00000167785	ZNF558
ENSG00000131115	ZNF227
ENSG00000129933	MAU2
ENSG00000170948	MBD3L1
ENSG00000167625	ZNF526
ENSG00000171443	ZNF524
ENSG00000261221	ZNF865
ENSG00000105723	GSK3A
ENSG00000179922	ZNF784
ENSG00000181143	MUC16
ENSG00000213015	ZNF580
ENSG00000171425	ZNF581
ENSG00000170929	OR1M1
ENSG00000170923	OR7G2
ENSG00000173581	CCDC106
ENSG00000161807	OR7G1
ENSG00000170920	OR7G3
ENSG00000130803	ZNF317
ENSG00000105486	LIG1
ENSG00000188000	OR7D2
ENSG00000174667	OR7D4
ENSG00000237521	OR7E24
ENSG00000105722	ERF
ENSG00000159917	ZNF235
ENSG00000077312	SNRPA
ENSG00000196110	ZNF699
ENSG00000159915	ZNF233
ENSG00000188321	ZNF559
ENSG00000063244	U2AF2
ENSG00000167491	GATAD2A
ENSG00000062370	ZNF112
ENSG00000268975	MIA-RAB4B
ENSG00000261857	MIA
ENSG00000079432	CIC
ENSG00000167578	RAB4B
ENSG00000178093	TSSK6
ENSG00000270011	ZNF559-ZNF177
ENSG00000267508	ZNF285
ENSG00000186010	NDUFA13
ENSG00000167383	ZNF229
ENSG00000063245	EPN1
ENSG00000167384	ZNF180
ENSG00000171570	RAB4B-EGLN2
ENSG00000188629	ZNF177
ENSG00000185792	NLRP9
ENSG00000269858	EGLN2
ENSG00000250067	YJEFN3
ENSG00000223638	RFPL4A
ENSG00000216588	IGSF23
ENSG00000229292	RFPL4AL1
ENSG00000073008	PVR
ENSG00000179873	NLRP11
ENSG00000174652	ZNF266
ENSG00000185453	C19orf68
ENSG00000178150	ZNF114
ENSG00000198028	ZNF560
ENSG00000130818	ZNF426
ENSG00000160161	CILP2
ENSG00000197961	ZNF121
ENSG00000105483	CARD8
ENSG00000186567	CEACAM19
ENSG00000105717	PBX4
ENSG00000064547	LPAR2
ENSG00000213892	CEACAM16
ENSG00000089639	GMIP
ENSG00000069399	BCL3
ENSG00000142273	CBLC
ENSG00000160505	NLRP4
ENSG00000171469	ZNF561
ENSG00000173572	NLRP13
ENSG00000179709	NLRP8
ENSG00000267106	C19orf82
ENSG00000187244	BCAM
ENSG00000171487	NLRP5
ENSG00000105726	ATP13A1
ENSG00000171466	ZNF562
ENSG00000142409	ZNF787
ENSG00000167685	ZNF444
ENSG00000105479	CCDC114
ENSG00000197487	GALP
ENSG00000142227	EMP3
ENSG00000224689	ZNF812
ENSG00000197213	ZSCAN5B
ENSG00000196605	ZNF846
ENSG00000204532	ZSCAN5C
ENSG00000131848	ZSCAN5A
ENSG00000127452	FBXL12
ENSG00000181896	ZNF101
ENSG00000130202	PVRL2
ENSG00000198258	UBL5
ENSG00000161558	TMEM143
ENSG00000267908	ZSCAN5D
ENSG00000105708	ZNF14
ENSG00000130204	TOMM40
ENSG00000081665	ZNF506
ENSG00000018869	ZNF582
ENSG00000105467	SYNGR4
ENSG00000198440	ZNF583
ENSG00000127445	PIN1
ENSG00000130203	APOE
ENSG00000105438	KDELR1
ENSG00000105464	GRIN2D
ENSG00000130208	APOC1
ENSG00000198046	ZNF667
ENSG00000105447	GRWD1
ENSG00000105088	OLFM2
ENSG00000196263	ZNF471
ENSG00000080573	COL5A3
ENSG00000224916	APOC4-APOC2
ENSG00000256771	ZNF253
ENSG00000267467	APOC4
ENSG00000184635	ZNF93
ENSG00000234906	APOC2
ENSG00000182324	KCNJ14
ENSG00000197124	ZNF682
ENSG00000104853	CLPTM1
ENSG00000213988	ZNF90
ENSG00000105443	CYTH2
ENSG00000256229	ZNF486
ENSG00000196867	ZFP28
ENSG00000237440	ZNF737
ENSG00000188171	ZNF626
ENSG00000197016	ZNF470
ENSG00000160229	ZNF66
ENSG00000197951	ZNF71
ENSG00000268182	SMIM17
ENSG00000127903	ZNF835
ENSG00000104856	RELB
ENSG00000269699	ZIM2
ENSG00000105750	ZNF85
ENSG00000142235	LMTK3
ENSG00000080511	RDH8
ENSG00000118620	ZNF430
ENSG00000088002	SULT2B1
ENSG00000130813	C19orf66
ENSG00000105523	FAM83E
ENSG00000130812	ANGPTL6
ENSG00000104859	CLASRP
ENSG00000243207	PPAN-P2RY11
ENSG00000198300	PEG3
ENSG00000130810	PPAN
ENSG00000177202	SPACA4
ENSG00000063177	RPL18
ENSG00000160352	ZNF714
ENSG00000063176	SPHK2
ENSG00000196705	ZNF431
ENSG00000131864	USP29
ENSG00000182141	ZNF708
ENSG00000141946	ZIM3
ENSG00000172687	ZNF738
ENSG00000258873	DUXA
ENSG00000196268	ZNF493
ENSG00000083844	ZNF264
ENSG00000197013	ZNF429
ENSG00000170684	ZNF296
ENSG00000244165	P2RY11
ENSG00000142252	GEMIN7
ENSG00000197020	ZNF100
ENSG00000198521	ZNF43
ENSG00000007047	MARK4
ENSG00000130811	EIF3G
ENSG00000105146	AURKC
ENSG00000160321	ZNF208
ENSG00000197134	ZNF257
ENSG00000105516	DBP
ENSG00000063180	CA11
ENSG00000204524	ZNF805
ENSG00000197714	ZNF460
ENSG00000142233	NTN5
ENSG00000178229	ZNF543
ENSG00000131845	ZNF304
ENSG00000176920	FUT2
ENSG00000130816	DNMT1
ENSG00000152433	ZNF547
ENSG00000196109	ZNF676
ENSG00000196350	ZNF729
ENSG00000256060	TRAPPC2P1
ENSG00000197360	ZNF98
ENSG00000176909	MAMSTR
ENSG00000229676	ZNF492
ENSG00000188785	ZNF548
ENSG00000213973	ZNF99
ENSG00000269067	ZNF728
ENSG00000183850	ZNF730
ENSG00000196081	ZNF724P
ENSG00000104866	PPP1R37
ENSG00000167232	ZNF91
ENSG00000179846	NKPD1
ENSG00000007255	TRAPPC6A
ENSG00000189114	BLOC1S3
ENSG00000130201	EXOC3L2
ENSG00000197372	ZNF675
ENSG00000104879	CKM
ENSG00000186272	ZNF17
ENSG00000196172	ZNF681
ENSG00000186230	ZNF749
ENSG00000205246	RPSAP58
ENSG00000178201	VN1R1
ENSG00000213967	ZNF726
ENSG00000197128	ZNF772
ENSG00000105538	RASIP1
ENSG00000105136	ZNF419
ENSG00000182264	IZUMO1
ENSG00000174951	FUT1
ENSG00000213096	ZNF254
ENSG00000105550	FGF21
ENSG00000169021	UQCRFS1
ENSG00000187135	VSTM2B
ENSG00000105552	BCAT2
ENSG00000105171	POP4
ENSG00000104892	KLC3
ENSG00000267534	S1PR2
ENSG00000105364	MRPL4
ENSG00000104884	ERCC2
ENSG00000087076	HSD17B14
ENSG00000152439	ZNF773
ENSG00000105559	PLEKHA4
ENSG00000121406	ZNF549
ENSG00000251369	ZNF550
ENSG00000166289	PLEKHF1
ENSG00000131943	C19orf12
ENSG00000104881	PPP1R13L
ENSG00000105173	CCNE1
ENSG00000083817	ZNF416
ENSG00000171649	ZIK1
ENSG00000183647	ZNF530
ENSG00000090339	ICAM1
ENSG00000213762	ZNF134
ENSG00000105176	URI1
ENSG00000087074	PPP1R15A
ENSG00000105371	ICAM4
ENSG00000121417	ZNF211
ENSG00000104804	TULP2
ENSG00000117877	CD3EAP
ENSG00000104805	NUCB1
ENSG00000105376	ICAM5
ENSG00000220201	ZGLP1
ENSG00000012061	ERCC1
ENSG00000267673	FDX1L
ENSG00000198597	ZNF536
ENSG00000121297	TSHZ3
ENSG00000180532	ZSCAN4
ENSG00000204519	ZNF551
ENSG00000168813	ZNF507
ENSG00000179909	ZNF154
ENSG00000083814	ZNF671
ENSG00000152443	ZNF776
ENSG00000161847	RAVER1
ENSG00000083828	ZNF586
ENSG00000104808	DHDH
ENSG00000178904	DPY19L3
ENSG00000087088	BAX
ENSG00000178935	ZNF552
ENSG00000269343	ZNF587B
ENSG00000204514	ZNF814
ENSG00000125740	FOSB
ENSG00000087086	FTL
ENSG00000076662	ICAM3
ENSG00000198466	ZNF587
ENSG00000125744	RTN2
ENSG00000173480	ZNF417
ENSG00000105185	PDCD5
ENSG00000105397	TYK2
ENSG00000104812	GYS1
ENSG00000196724	ZNF418
ENSG00000105186	ANKRD27
ENSG00000152454	ZNF256
ENSG00000177025	C19orf18
ENSG00000213889	PPM1N
ENSG00000166704	ZNF606
ENSG00000105401	CDC37
ENSG00000125753	VASP
ENSG00000152467	ZSCAN1
ENSG00000176293	ZNF135
ENSG00000183207	RUVBL2
ENSG00000186326	RGS9BP
ENSG00000125741	OPA3
ENSG00000213965	NUDT19
ENSG00000177464	GPR4
ENSG00000173809	TDRD12
ENSG00000065989	PDE4A
ENSG00000125746	EML2
ENSG00000104826	LHB
ENSG00000104827	CGB
ENSG00000121413	ZSCAN18
ENSG00000104818	CGB2
ENSG00000267631	CGB1
ENSG00000189052	CGB5
ENSG00000021488	SLC7A9
ENSG00000181894	ZNF329
ENSG00000171606	ZNF274
ENSG00000121289	CEP89
ENSG00000079999	KEAP1
ENSG00000180739	S1PR5
ENSG00000131944	C19orf40
ENSG00000130734	ATG4D
ENSG00000198131	ZNF544
ENSG00000267757	C19orf83
ENSG00000131941	RHPN2
ENSG00000213030	CGB8
ENSG00000196337	CGB7
ENSG00000010310	GIPR
ENSG00000225950	NTF4
ENSG00000104848	KCNA7
ENSG00000104852	SNRNP70
ENSG00000129347	KRI1
ENSG00000125743	SNRPD2
ENSG00000011478	QPCTL
ENSG00000104863	LIN7B
ENSG00000076650	GPATCH1
ENSG00000177051	FBXO46
ENSG00000177045	SIX5
ENSG00000273439	ZNF8
ENSG00000182318	ZSCAN22
ENSG00000221916	C19orf73
ENSG00000121410	A1BG
ENSG00000174586	ZNF497
ENSG00000177380	PPFIA3
ENSG00000104936	DMPK
ENSG00000152475	ZNF837
ENSG00000083845	RPS5
ENSG00000129355	CDKN2D
ENSG00000129354	AP1M2
ENSG00000171574	ZNF584
ENSG00000131849	ZNF132
ENSG00000249471	ZNF324B
ENSG00000130528	HRC
ENSG00000129353	SLC44A2
ENSG00000166359	WDR88
ENSG00000130881	LRP3
ENSG00000130876	SLC7A10
ENSG00000130529	TRPM4
ENSG00000245848	CEBPA
ENSG00000153879	CEBPG
ENSG00000124299	PEPD
ENSG00000083812	ZNF324
ENSG00000083838	ZNF446
ENSG00000083807	SLC27A5
ENSG00000185800	DMWD
ENSG00000119574	ZBTB45
ENSG00000104941	RSPH6A
ENSG00000130726	TRIM28
ENSG00000124302	CHST8
ENSG00000125755	SYMPK
ENSG00000153885	KCTD15
ENSG00000129351	ILF3
ENSG00000130724	CHMP2A
ENSG00000257103	LSM14A
ENSG00000130725	UBE2M
ENSG00000063127	SLC6A16
ENSG00000170608	FOXA3
ENSG00000170604	IRF2BP1
ENSG00000166398	KIAA0355
ENSG00000176182	MYPOP
ENSG00000188425	NANOS2
ENSG00000104967	NOVA2
ENSG00000099326	MZF1
ENSG00000225373	WASH5P
ENSG00000104894	CD37
ENSG00000267588	MIR1302-11
ENSG00000267588	MIR1302-10
ENSG00000267588	MIR1302-9
ENSG00000267588	MIR1302-2
ENSG00000233630	FAM138F
ENSG00000105220	GPI
ENSG00000266945	OR4G3P
ENSG00000267310	OR4G1P
ENSG00000213339	QTRT1
ENSG00000074219	TEAD2
ENSG00000266971	OR4F8P
ENSG00000267639	CICP19
ENSG00000206082	LINC01002
ENSG00000222329	RNU6-1076P
ENSG00000267447	VN2R11P
ENSG00000252539	RNA5SP462
ENSG00000213726	RPS2P52
ENSG00000265767	MIR4745
ENSG00000263414	MIR3187
ENSG00000207507	RNU6-9
ENSG00000207357	RNU6-2
ENSG00000267736	HMGB2P1
ENSG00000267493	CIRBP-AS1
ENSG00000240846	RPS15P9
ENSG00000104901	DKKL1
ENSG00000239367	RN7SL477P
ENSG00000252933	RNU6-1223P
ENSG00000223244	MIR1909
ENSG00000126249	PDCD2L
ENSG00000180846	CSNK1G2-AS1
ENSG00000265900	RN7SL226P
ENSG00000221411	MIR1227
ENSG00000267021	MIR4321
ENSG00000005206	SPPL2B
ENSG00000161609	CCDC155
ENSG00000079805	DNM2
ENSG00000252962	RNU6-993P
ENSG00000105694	TCEB1P28
ENSG00000126261	UBA2
ENSG00000264159	RN7SL866P
ENSG00000226800	CACTIN-AS1
ENSG00000142279	WTIP
ENSG00000205209	SCGB2B2
ENSG00000089335	ZNF302
ENSG00000197841	ZNF181
ENSG00000266989	FTLP5
ENSG00000266627	RN7SL202P
ENSG00000207733	MIR637
ENSG00000206775	SNORD37
ENSG00000266223	RN7SL84P
ENSG00000266437	MIR4746
ENSG00000099203	TMED1
ENSG00000264407	RN7SL528P
ENSG00000263974	RN7SL121P
ENSG00000176840	MIR7-3HG
ENSG00000214212	C19orf38
ENSG00000207630	MIR7-3
ENSG00000142453	CARM1
ENSG00000034063	UHRF1
ENSG00000130733	YIPF2
ENSG00000153896	ZNF599
ENSG00000263409	MIR4747
ENSG00000239524	RPL32P34
ENSG00000266694	RN7SL626P
ENSG00000223573	TINCR
ENSG00000233270	SNRPEP4
ENSG00000168661	ZNF30
ENSG00000142538	PTH2
ENSG00000261949	GFY
ENSG00000266722	MIR3940
ENSG00000104888	SLC17A7
ENSG00000180884	ZNF792
ENSG00000142444	C19orf52
ENSG00000089351	GRAMD1A
ENSG00000104872	PIH1D1
ENSG00000268785	RPL7P50
ENSG00000268758	EMR4P
ENSG00000242636	RPL21P129
ENSG00000268297	CLEC4GP1
ENSG00000269763	EXOSC3P2
ENSG00000199900	RNA5SP463
ENSG00000264166	RN7SL115P
ENSG00000161618	ALDH16A1
ENSG00000090554	FLT3LG
ENSG00000105711	SCN1B
ENSG00000127616	SMARCA4
ENSG00000105707	HPN
ENSG00000269386	RAB11B-AS1
ENSG00000265390	MIR4999
ENSG00000269244	RPL23AP78
ENSG00000267154	OR1M4P
ENSG00000267418	TCEB1P29
ENSG00000267775	OR7E16P
ENSG00000187847	OR7E25P
ENSG00000188314	OR7D1P
ENSG00000180926	OR7E18P
ENSG00000225980	OR7E19P
ENSG00000226480	OR7H1P
ENSG00000239830	RPS4XP22
ENSG00000142541	RPL13A
ENSG00000267741	UBE2L4
ENSG00000263493	RN7SL94P
ENSG00000167798	C3P1
ENSG00000266204	MIR5589
ENSG00000209645	SNORD105
ENSG00000238531	SNORD105B
ENSG00000264266	MIR4322
ENSG00000221566	MIR1181
ENSG00000238364	RNU7-140P
ENSG00000221410	MIR1238
ENSG00000267100	ILF3-AS1
ENSG00000207972	MIR638
ENSG00000265879	MIR4748
ENSG00000207752	MIR199A1
ENSG00000266352	RN7SL192P
ENSG00000265747	RN7SL298P
ENSG00000142534	RPS11
ENSG00000265149	RN7SL669P
ENSG00000244080	RN7SL833P
ENSG00000197332	ZNF833P
ENSG00000214223	HNRNPA1P10
ENSG00000089356	FXYD3
ENSG00000104870	FCGRT
ENSG00000252060	RNA5SP464
ENSG00000212497	RNA5SP465
ENSG00000252546	RNA5SP466
ENSG00000237273	RSL24D1P8
ENSG00000212576	RNA5SP467
ENSG00000153902	LGI4
ENSG00000235686	PPIAP20
ENSG00000213290	PGK1P2
ENSG00000209702	SNORD41
ENSG00000130164	LDLR
ENSG00000263800	MIR5684
ENSG00000142552	RCN3
ENSG00000142546	NOSIP
ENSG00000266964	FXYD1
ENSG00000221946	FXYD7
ENSG00000126460	PRRG2
ENSG00000126464	PRR12
ENSG00000089327	FXYD5
ENSG00000161888	SPC24
ENSG00000126458	RRAS
ENSG00000197256	KANK2
ENSG00000126461	SCAF1
ENSG00000177558	FAM187B
ENSG00000126456	IRF3
ENSG00000105699	LSR
ENSG00000130158	DOCK6
ENSG00000105698	USF2
ENSG00000130173	C19orf80
ENSG00000130167	TSPAN16
ENSG00000126453	BCL2L12
ENSG00000105514	RAB3D
ENSG00000105518	TMEM205
ENSG00000105697	HAMP
ENSG00000126457	PRMT1
ENSG00000183401	CCDC159
ENSG00000105695	MAG
ENSG00000224420	ADM5
ENSG00000012124	CD22
ENSG00000169169	CPT1C
ENSG00000173928	SWSAP1
ENSG00000187266	EPOR
ENSG00000126266	FFAR1
ENSG00000185897	FFAR3
ENSG00000126251	GPR42
ENSG00000126262	FFAR2
ENSG00000188508	KRTDAP
ENSG00000205517	RGL3
ENSG00000126467	TSKS
ENSG00000176695	OR4F17
ENSG00000196961	AP2A1
ENSG00000141934	PPAP2C
ENSG00000105556	MIER2
ENSG00000105549	THEG
ENSG00000183186	C2CD4C
ENSG00000129946	SHC2
ENSG00000010361	FUZ
ENSG00000181781	ODF3L2
ENSG00000099866	MADCAM1
ENSG00000198003	CCDC151
ENSG00000130175	PRKCSH
ENSG00000141933	TPGS1
ENSG00000099804	CDC34
ENSG00000104973	MED25
ENSG00000197540	GZMM
ENSG00000172270	BSG
ENSG00000161249	DMKN
ENSG00000196361	ELAVL3
ENSG00000161914	ZNF653
ENSG00000104960	PTOV1
ENSG00000130159	ECSIT
ENSG00000099822	HCN2
ENSG00000099821	POLRMT
ENSG00000039650	PNKP
ENSG00000130176	CNN1
ENSG00000130165	ELOF1
ENSG00000070388	FGF22
ENSG00000198551	ZNF627
ENSG00000070423	RNF126
ENSG00000204673	AKT1S1
ENSG00000102575	ACP5
ENSG00000070404	FSTL3
ENSG00000104946	TBC1D17
ENSG00000185198	PRSS57
ENSG00000099864	PALM
ENSG00000197933	ZNF823
ENSG00000197044	ZNF441
ENSG00000177599	ZNF491
ENSG00000171295	ZNF440
ENSG00000099812	MISP
ENSG00000104951	IL4I1
ENSG00000171291	ZNF439
ENSG00000189001	SBSN
ENSG00000198429	ZNF69
ENSG00000011304	PTBP1
ENSG00000196757	ZNF700
ENSG00000105679	GAPDHS
ENSG00000197054	ZNF763
ENSG00000105677	TMEM147
ENSG00000213024	NUP62
ENSG00000197647	ZNF433
ENSG00000105675	ATP4A
ENSG00000169136	ATF5
ENSG00000257446	ZNF878
ENSG00000223547	ZNF844
ENSG00000214189	ZNF788
ENSG00000161640	SIGLEC11
ENSG00000132010	ZNF20
ENSG00000213297	ZNF625-ZNF20
ENSG00000249115	HAUS5
ENSG00000257591	ZNF625
ENSG00000172232	AZU1
ENSG00000196646	ZNF136
ENSG00000196415	PRTN3
ENSG00000197857	ZNF44
ENSG00000188868	ZNF563
ENSG00000198342	ZNF442
ENSG00000126254	RBM42
ENSG00000197561	ELANE
ENSG00000197766	CFD
ENSG00000105053	VRK3
ENSG00000196466	ZNF799
ENSG00000180855	ZNF443
ENSG00000105672	ETV2
ENSG00000242852	ZNF709
ENSG00000175221	MED16
ENSG00000126267	COX6B1
ENSG00000105668	UPK1A
ENSG00000249709	ZNF564
ENSG00000188033	ZNF490
ENSG00000173875	ZNF791
ENSG00000011590	ZBTB32
ENSG00000198858	R3HDM4
ENSG00000126246	IGFLR1
ENSG00000142528	ZNF473
ENSG00000161265	U2AF1L4
ENSG00000161652	IZUMO2
ENSG00000104774	MAN2B1
ENSG00000116014	KISS1R
ENSG00000116017	ARID3A
ENSG00000065268	WDR18
ENSG00000205155	PSENEN
ENSG00000267796	LIN37
ENSG00000105357	MYH14
ENSG00000004776	HSPB6
ENSG00000123154	WDR83
ENSG00000167595	C19orf55
ENSG00000116032	GRIN3B
ENSG00000004777	ARHGAP33
ENSG00000182087	TMEM259
ENSG00000131398	KCNC3
ENSG00000064666	CNN2
ENSG00000131408	NR1H2
ENSG00000250799	PRODH2
ENSG00000161270	NPHS1
ENSG00000105583	WDR83OS
ENSG00000131400	NAPSA
ENSG00000095059	DHPS
ENSG00000064687	ABCA7
ENSG00000132004	FBXW9
ENSG00000062822	POLD1
ENSG00000126259	KIRREL2
ENSG00000105576	TNPO2
ENSG00000105290	APLP1
ENSG00000180448	HMHA1
ENSG00000123144	C19orf43
ENSG00000198356	ASNA1
ENSG00000099817	POLR2E
ENSG00000167604	NFKBID
ENSG00000126264	HCST
ENSG00000039987	BEST2
ENSG00000011600	TYROBP
ENSG00000095066	HOOK2
ENSG00000167468	GPX4
ENSG00000269404	SPIB
ENSG00000126243	LRFN3
ENSG00000086967	MYBPC2
ENSG00000205138	SDHAF1
ENSG00000181392	SYNE4
ENSG00000142530	FAM71E1
ENSG00000064932	SBNO2
ENSG00000161671	EMC10
ENSG00000161677	JOSD2
ENSG00000171223	JUNB
ENSG00000204653	ASPDH
ENSG00000239382	ALKBH6
ENSG00000131409	LRRC4B
ENSG00000167815	PRDX2
ENSG00000104889	RNASEH2A
ENSG00000213023	SYT3
ENSG00000118046	STK11
ENSG00000132026	RTBDN
ENSG00000105270	CLIP3
ENSG00000235034	C19orf81
ENSG00000161681	SHANK1
ENSG00000099625	C19orf26
ENSG00000099624	ATP5D
ENSG00000161277	THAP8
ENSG00000105472	CLEC11A
ENSG00000075702	WDR62
ENSG00000167470	MIDN
ENSG00000142511	GPR32
ENSG00000142513	ACPT
ENSG00000105613	MAST1
ENSG00000167747	C19orf48
ENSG00000105612	DNASE2
ENSG00000167748	KLK1
ENSG00000105610	KLF1
ENSG00000105261	OVOL3
ENSG00000105258	POLR2I
ENSG00000105607	GCDH
ENSG00000099622	CIRBP
ENSG00000174562	KLK15
ENSG00000105254	TBCB
ENSG00000142515	KLK3
ENSG00000167751	KLK2
ENSG00000161860	SYCE2
ENSG00000179115	FARSA
ENSG00000126247	CAPNS1
ENSG00000179218	CALR
ENSG00000161281	COX7A1
ENSG00000196357	ZNF565
ENSG00000167635	ZNF146
ENSG00000142065	ZFP14
ENSG00000181007	ZFP82
ENSG00000228300	C19orf24
ENSG00000167749	KLK4
ENSG00000186017	ZNF566
ENSG00000167754	KLK5
ENSG00000160953	MUM1
ENSG00000179262	RAD23A
ENSG00000167755	KLK6
ENSG00000254004	ZNF260
ENSG00000186020	ZNF529
ENSG00000179271	GADD45GIP1
ENSG00000179284	DAND5
ENSG00000099617	EFNA2
ENSG00000169035	KLK7
ENSG00000115286	NDUFS7
ENSG00000008441	NFIX
ENSG00000161298	ZNF382
ENSG00000129455	KLK8
ENSG00000197808	ZNF461
ENSG00000104903	LYL1
ENSG00000189042	ZNF567
ENSG00000130005	GAMT
ENSG00000213022	KLK9
ENSG00000267041	ZNF850
ENSG00000129451	KLK10
ENSG00000071626	DAZAP1
ENSG00000197863	ZNF790
ENSG00000104907	TRMT1
ENSG00000167757	KLK11
ENSG00000251247	ZNF345
ENSG00000185869	ZNF829
ENSG00000160877	NACC1
ENSG00000186474	KLK12
ENSG00000104915	STX10
ENSG00000167759	KLK13
ENSG00000115268	RPS15
ENSG00000160888	IER2
ENSG00000198453	ZNF568
ENSG00000197050	ZNF420
ENSG00000115266	APC2
ENSG00000129437	KLK14
ENSG00000142544	CTU1
ENSG00000129450	SIGLEC9
ENSG00000168995	SIGLEC7
ENSG00000196967	ZNF585A
ENSG00000141837	CACNA1A
ENSG00000245680	ZNF585B
ENSG00000119559	C19orf25
ENSG00000105383	CD33
ENSG00000188283	ZNF383
ENSG00000115257	PCSK4
ENSG00000179213	SIGLECL1
ENSG00000181666	HKR1
ENSG00000142549	IGLON5
ENSG00000115255	REEP6
ENSG00000186806	VSIG10L
ENSG00000105379	ETFB
ENSG00000185761	ADAMTSL5
ENSG00000160318	CLDND2
ENSG00000105374	NKG7
ENSG00000105370	LIM2
ENSG00000189164	ZNF527
ENSG00000262874	C19orf84
ENSG00000196437	ZNF569
ENSG00000185988	PLK5
ENSG00000181588	MEX3D
ENSG00000171827	ZNF570
ENSG00000071655	MBD3
ENSG00000142512	SIGLEC10
ENSG00000188227	ZNF793
ENSG00000127540	UQCR11
ENSG00000104957	CCDC130
ENSG00000037757	MRI1
ENSG00000104979	C19orf53
ENSG00000171817	ZNF540
ENSG00000180479	ZNF571
ENSG00000105366	SIGLEC8
ENSG00000132003	ZSWIM4
ENSG00000120784	ZFP30
ENSG00000187556	NANOS3
ENSG00000132016	C19orf57
ENSG00000213822	CEACAM18
ENSG00000071564	TCF3
ENSG00000254521	SIGLEC12
ENSG00000132024	CC2D1A
ENSG00000205922	ONECUT3
ENSG00000196381	ZNF781
ENSG00000198182	ZNF607
ENSG00000105492	SIGLEC6
ENSG00000130270	ATP8B3
ENSG00000189144	ZNF573
ENSG00000132000	PODNL1
ENSG00000171804	WDR87
ENSG00000105497	ZNF175
ENSG00000105501	SIGLEC5
ENSG00000105738	SIPA1L3
ENSG00000254415	SIGLEC14
ENSG00000079313	REXO1
ENSG00000105509	HAS1
ENSG00000129911	KLF16
ENSG00000171051	FPR1
ENSG00000171049	FPR2
ENSG00000011332	DPF1
ENSG00000129968	ABHD17A
ENSG00000167642	SPINT2
ENSG00000227500	SCAMP4
ENSG00000187474	FPR3
ENSG00000167641	PPP1R14A
ENSG00000213638	ADAT3
ENSG00000161551	ZNF577
ENSG00000133275	CSNK1G2
ENSG00000198093	ZNF649
ENSG00000132017	DCAF15
ENSG00000133243	BTBD2
ENSG00000176024	ZNF613
ENSG00000132005	RFX1
ENSG00000256683	ZNF350
ENSG00000171136	RLN3
ENSG00000167645	YIF1B
ENSG00000104998	IL27RA
ENSG00000187867	PALM3
ENSG00000197619	ZNF615
ENSG00000188032	C19orf67
ENSG00000141858	SAMD1
ENSG00000142556	ZNF614
ENSG00000072062	PRKACA
ENSG00000099875	MKNK2
ENSG00000105011	ASF1B
ENSG00000256087	ZNF432
ENSG00000197608	ZNF841
ENSG00000072071	LPHN1
ENSG00000167644	C19orf33
ENSG00000099337	KCNK6
ENSG00000123146	CD97
ENSG00000099338	CATSPERG
ENSG00000204611	ZNF616
ENSG00000196267	ZNF836
ENSG00000172081	MOB3A
ENSG00000105568	PPP2R1A
ENSG00000099840	IZUMO4
ENSG00000099341	PSMD8
ENSG00000065000	AP3D1
ENSG00000123136	DDX39A
ENSG00000179168	GGN
ENSG00000188766	SPRED3
ENSG00000196214	ZNF766
ENSG00000130244	FAM98C
ENSG00000198464	ZNF480
ENSG00000123143	PKN1
ENSG00000167554	ZNF610
ENSG00000221923	ZNF880
ENSG00000167555	ZNF528
ENSG00000160951	PTGER1
ENSG00000198633	ZNF534
ENSG00000123159	GIPC1
ENSG00000258405	ZNF578
ENSG00000171777	RASGRP4
ENSG00000198482	ZNF808
ENSG00000104885	DOT1L
ENSG00000167562	ZNF701
ENSG00000104886	PLEKHJ1
ENSG00000132002	DNAJB1
ENSG00000104897	SF3A2
ENSG00000167766	ZNF83
ENSG00000099797	TECR
ENSG00000104899	AMH
ENSG00000167476	JSRP1
ENSG00000104904	OAZ1
