ens_ID	chr	start	end
ENSG00000163701	3	9944296	9958086
ENSG00000007402	3	50400233	50541675
ENSG00000179152	3	44379611	44450943
ENSG00000113838	3	186263862	186288332
ENSG00000171757	3	169511216	169530774
ENSG00000163424	3	118864997	118878889
ENSG00000181322	3	137980279	138048728
ENSG00000175066	3	141882414	141944449
ENSG00000180834	3	183533664	183543382
ENSG00000144867	3	133502877	133544616
ENSG00000171109	3	179065480	179112719
ENSG00000251012	3	118866222	118906654
ENSG00000114638	3	118892364	118924000
ENSG00000163702	3	9958758	9975314
ENSG00000175193	3	183547173	183602721
ENSG00000158186	3	138066539	138124375
ENSG00000163376	3	67048727	67061634
ENSG00000090520	3	186285192	186315061
ENSG00000188306	3	169539710	169555563
ENSG00000172340	3	67410884	67705038
ENSG00000250588	3	158680024	159615155
ENSG00000114248	3	169556967	169587718
ENSG00000145192	3	186330712	186339107
ENSG00000185219	3	44481262	44519162
ENSG00000206384	3	130279178	130396999
ENSG00000154917	3	133543083	133614680
ENSG00000187033	3	169629360	169656963
ENSG00000178917	3	44540462	44552128
ENSG00000183662	3	68053359	68594776
ENSG00000196345	3	44596685	44624975
ENSG00000163703	3	9975506	9987097
ENSG00000163377	3	68780917	68981761
ENSG00000163704	3	9987226	9994078
ENSG00000008952	3	169684423	169716161
ENSG00000273303	3	44607051	44635665
ENSG00000144792	3	44619715	44641186
ENSG00000214216	3	158680717	158984096
ENSG00000114127	3	142025449	142166904
ENSG00000186448	3	44626380	44689963
ENSG00000114450	3	179116990	179169378
ENSG00000121578	3	118930579	118959950
ENSG00000125037	3	10004221	10052800
ENSG00000221972	3	133646992	133648656
ENSG00000174640	3	133651540	133771028
ENSG00000088543	3	50595462	50608458
ENSG00000158220	3	138153428	138200528
ENSG00000090512	3	186353758	186370930
ENSG00000151967	3	159557650	159615149
ENSG00000196455	3	130397779	130465673
ENSG00000163378	3	69024365	69063112
ENSG00000163785	3	133784147	133969689
ENSG00000144554	3	10068098	10143614
ENSG00000173890	3	169755717	169803191
ENSG00000031081	3	119013220	119139561
ENSG00000114107	3	138213186	138313380
ENSG00000136518	3	179280668	179306196
ENSG00000169981	3	44690219	44702283
ENSG00000114735	3	50606583	50622366
ENSG00000114737	3	50643921	50649262
ENSG00000196653	3	44754135	44765323
ENSG00000186446	3	44771088	44778575
ENSG00000114738	3	50648951	50686720
ENSG00000168811	3	159706537	159713806
ENSG00000180438	3	13978756	14124311
ENSG00000163528	3	14153580	14166370
ENSG00000176142	3	119148347	119187677
ENSG00000173889	3	169804520	169899537
ENSG00000242107	3	159733811	159749210
ENSG00000180044	3	159943423	159945999
ENSG00000248710	3	159945241	160167617
ENSG00000170876	3	14166440	14185179
ENSG00000163807	3	44779153	44803154
ENSG00000114770	3	183637722	183735803
ENSG00000163808	3	44803209	44914868
ENSG00000068885	3	159974774	160117668
ENSG00000113905	3	186378005	186396029
ENSG00000144747	3	69068978	69101484
ENSG00000114019	3	134074716	134094321
ENSG00000113889	3	186435065	186461743
ENSG00000163389	3	119187785	119213555
ENSG00000163705	3	10123001	10149915
ENSG00000254999	3	10157276	10168874
ENSG00000134086	3	10182692	10193904
ENSG00000088538	3	50712672	51421629
ENSG00000268279	3	14176717	14189548
ENSG00000134070	3	10206549	10285427
ENSG00000154767	3	14186647	14220283
ENSG00000157014	3	10289707	10322902
ENSG00000272410	3	10291056	10327480
ENSG00000170860	3	14219858	14242619
ENSG00000157017	3	10327359	10334631
ENSG00000175054	3	142168077	142297668
ENSG00000144744	3	69103881	69129559
ENSG00000017260	3	130569439	130735556
ENSG00000131389	3	14444076	14530857
ENSG00000157020	3	10334815	10362862
ENSG00000158234	3	138327448	138352218
ENSG00000169964	3	44903361	44907162
ENSG00000113845	3	119217379	119243937
ENSG00000163810	3	44916100	44956482
ENSG00000163558	3	169940153	170023769
ENSG00000145050	3	51422478	51426828
ENSG00000051382	3	138372860	138553780
ENSG00000154781	3	14693271	14714166
ENSG00000156976	3	186500994	186507689
ENSG00000113810	3	160117062	160152750
ENSG00000136522	3	179306073	179322442
ENSG00000186090	3	183749332	183757157
ENSG00000121594	3	119243140	119278449
ENSG00000179837	3	51428731	51435330
ENSG00000145041	3	51433298	51534010
ENSG00000178084	3	183770835	183778459
ENSG00000157087	3	10365707	10749716
ENSG00000164080	3	51575160	51702683
ENSG00000120756	3	142315229	142432506
ENSG00000186038	3	183814852	183824783
ENSG00000136521	3	179322478	179345435
ENSG00000144843	3	119298115	119308792
ENSG00000163812	3	44956749	45017677
ENSG00000144837	3	119316689	119348658
ENSG00000131379	3	14716606	14814541
ENSG00000144746	3	69134095	69155217
ENSG00000164081	3	51696709	51738339
ENSG00000154783	3	14860469	14975895
ENSG00000121577	3	119355304	119384171
ENSG00000163380	3	69156023	69172183
ENSG00000075914	3	45016733	45077558
ENSG00000177463	3	14989091	15095107
ENSG00000164082	3	51741086	51752629
ENSG00000114541	3	69219141	69591734
ENSG00000214686	3	51812580	51813009
ENSG00000229972	3	51851620	51864876
ENSG00000163815	3	45043040	45077563
ENSG00000145191	3	183852826	184402546
ENSG00000163814	3	45123770	45187914
ENSG00000138495	3	119373360	119396301
ENSG00000136603	3	170075466	170114623
ENSG00000213186	3	160150233	160203561
ENSG00000131368	3	15083967	15106842
ENSG00000058056	3	179370543	179507189
ENSG00000184345	3	51895645	51897440
ENSG00000214681	3	51907737	51909600
ENSG00000173389	3	51928892	51937351
ENSG00000013297	3	170136653	170578169
ENSG00000186432	3	160212783	160283376
ENSG00000131381	3	15111580	15140670
ENSG00000183833	3	119421869	119485949
ENSG00000114767	3	51967446	51975957
ENSG00000249992	3	45265958	45267770
ENSG00000011376	3	45429998	45590913
ENSG00000041880	3	51976361	51982883
ENSG00000162290	3	53317447	53381654
ENSG00000114757	3	179512746	179754841
ENSG00000131375	3	15247659	15294425
ENSG00000013293	3	170177372	170303863
ENSG00000144935	3	142442916	142526730
ENSG00000163710	3	142534764	142608045
ENSG00000180929	3	51989330	51991509
ENSG00000090097	3	51991470	52002426
ENSG00000163584	3	170582664	170588272
ENSG00000163577	3	170606204	170626482
ENSG00000188582	3	142668006	142682178
ENSG00000163581	3	170714137	170744539
ENSG00000163714	3	142683339	142779567
ENSG00000131370	3	15296360	15382875
ENSG00000144852	3	119499331	119537332
ENSG00000187098	3	69788586	70017488
ENSG00000144791	3	45596886	45727830
ENSG00000161202	3	183873176	183891398
ENSG00000272762	3	51994317	52008032
ENSG00000211456	3	45730548	45786916
ENSG00000114779	3	52002526	52017425
ENSG00000154310	3	170779128	171178197
ENSG00000206562	3	15422782	15482073
ENSG00000144597	3	15468862	15484120
ENSG00000082701	3	119540170	119813264
ENSG00000206561	3	15491640	15563258
ENSG00000248487	3	52005442	52015212
ENSG00000163918	3	186507669	186524847
ENSG00000243989	3	52009066	52023213
ENSG00000163817	3	45796942	45838027
ENSG00000175040	3	142838173	142841800
ENSG00000181804	3	142984064	143567373
ENSG00000175697	3	119883492	120003941
ENSG00000163818	3	45864808	45957534
ENSG00000114861	3	71003844	71633140
ENSG00000163428	3	120043356	120068186
ENSG00000131373	3	15602211	15643338
ENSG00000114786	3	52009066	52023199
ENSG00000181744	3	143690640	143767561
ENSG00000173585	3	45927996	45944667
ENSG00000162244	3	52027616	52029958
ENSG00000163430	3	120111140	120170100
ENSG00000164086	3	52082935	52090566
ENSG00000256097	3	52097076	52097567
ENSG00000169814	3	15642848	15687329
ENSG00000164087	3	52109269	52188706
ENSG00000163820	3	45959396	46037316
ENSG00000161203	3	183892477	183901879
ENSG00000232013	3	145782358	145784156
ENSG00000206560	3	15708743	15901278
ENSG00000152952	3	145787227	145881440
ENSG00000065518	3	120315156	120321347
ENSG00000181092	3	186560463	186576252
ENSG00000073849	3	186648274	186796341
ENSG00000113924	3	120347020	120401418
ENSG00000023330	3	52232102	52248343
ENSG00000144840	3	120405528	120461840
ENSG00000239732	3	52255096	52273183
ENSG00000163412	3	71724567	71803924
ENSG00000172215	3	45982425	45989845
ENSG00000173578	3	46058516	46069234
ENSG00000153767	3	120461484	120501916
ENSG00000131386	3	16216156	16273499
ENSG00000183625	3	46205096	46308197
ENSG00000173366	3	52255097	52265206
ENSG00000114698	3	145910126	145968966
ENSG00000247596	3	52262626	52273276
ENSG00000145087	3	120626919	121143608
ENSG00000154813	3	16299485	16306479
ENSG00000154814	3	16306706	16391806
ENSG00000163823	3	46243200	46249887
ENSG00000121807	3	46395225	46402419
ENSG00000160791	3	46411633	46417697
ENSG00000121797	3	46448654	46454488
ENSG00000170837	3	71803201	71805647
ENSG00000163421	3	71820807	71834357
ENSG00000012223	3	46477136	46526724
ENSG00000163923	3	186838736	186898696
ENSG00000163746	3	146109208	146213778
ENSG00000163602	3	72420976	72496069
ENSG00000131378	3	16355081	16555533
ENSG00000144736	3	72798428	72911065
ENSG00000175077	3	186915274	186919253
ENSG00000051341	3	121150278	121264853
ENSG00000164088	3	52279841	52284613
ENSG00000186103	3	121289551	121305481
ENSG00000163833	3	121311966	121349139
ENSG00000092345	3	16628299	16711813
ENSG00000127241	3	186935942	187009810
ENSG00000180353	3	121350246	121379774
ENSG00000164091	3	52288437	52322036
ENSG00000154822	3	16844159	17132086
ENSG00000168237	3	52321105	52329272
ENSG00000131374	3	17198654	18486309
ENSG00000188313	3	146232967	146262651
ENSG00000172986	3	72937224	73047289
ENSG00000163605	3	73045936	73118350
ENSG00000163825	3	46538981	46542439
ENSG00000114841	3	52350335	52434507
ENSG00000163827	3	46556913	46621589
ENSG00000268324	3	46598888	46601178
ENSG00000241186	3	46616045	46668033
ENSG00000173230	3	121382046	121468602
ENSG00000255423	3	73110810	73112488
ENSG00000182568	3	18386879	18487080
ENSG00000121440	3	73431584	73674091
ENSG00000231213	3	146294342	146324003
ENSG00000174963	3	147103833	147124647
ENSG00000113805	3	74311719	74570291
ENSG00000183960	3	19189946	19577138
ENSG00000173226	3	121488610	121553926
ENSG00000178038	3	46710487	46735194
ENSG00000163576	3	19920964	19988517
ENSG00000152977	3	147111209	147228080
ENSG00000136514	3	187086120	187089864
ENSG00000172969	3	75713481	75716371
ENSG00000157005	3	187386694	187388187
ENSG00000144566	3	19988571	20026667
ENSG00000227124	3	75758794	75834734
ENSG00000144891	3	148415571	148460795
ENSG00000183977	3	20021453	20053822
ENSG00000185008	3	75955846	77699115
ENSG00000114166	3	20081515	20195896
ENSG00000145088	3	121554030	121605373
ENSG00000163406	3	121612936	121662949
ENSG00000163930	3	52435029	52444366
ENSG00000153002	3	148508889	148577974
ENSG00000181585	3	46742823	46752376
ENSG00000198471	3	187416047	187420345
ENSG00000228804	3	187420101	187451637
ENSG00000206549	3	46753605	46854064
ENSG00000261603	3	46761073	46777919
ENSG00000188086	3	46783582	46854048
ENSG00000129810	3	20202085	20227784
ENSG00000163751	3	148583043	148614983
ENSG00000178055	3	46871032	46875585
ENSG00000113916	3	187439165	187463515
ENSG00000160808	3	46899362	46923659
ENSG00000010318	3	52444673	52457657
ENSG00000160801	3	46919236	46945287
ENSG00000010319	3	52467069	52479101
ENSG00000163754	3	148709128	148745419
ENSG00000161204	3	183903811	183911800
ENSG00000169855	3	78646390	79816965
ENSG00000114854	3	52485118	52488086
ENSG00000151789	3	21459915	22414812
ENSG00000010322	3	52489134	52527087
ENSG00000268537	3	46927699	46930171
ENSG00000160799	3	46963216	47023500
ENSG00000182247	3	23244511	23633284
ENSG00000145103	3	121706170	121741051
ENSG00000071794	3	148747914	148804341
ENSG00000160796	3	47021173	47051193
ENSG00000170142	3	23847394	23932807
ENSG00000197885	3	23933151	23988082
ENSG00000145012	3	187871072	188608460
ENSG00000174748	3	23958036	23965183
ENSG00000010327	3	52529354	52558511
ENSG00000174738	3	23986751	24022109
ENSG00000114013	3	121774213	121839983
ENSG00000114480	3	81538850	81811312
ENSG00000036828	3	121902530	122005342
ENSG00000213132	3	187896331	187898598
ENSG00000188001	3	188665003	189043093
ENSG00000121552	3	122044091	122060819
ENSG00000160124	3	122078438	122102078
ENSG00000114023	3	122103023	122131181
ENSG00000151090	3	24158651	24536773
ENSG00000175161	3	85008132	86123579
ENSG00000163755	3	148847371	148891519
ENSG00000077092	3	25215823	25639423
ENSG00000206538	3	86987119	87040269
ENSG00000083937	3	87276421	87304698
ENSG00000196981	3	122130715	122134882
ENSG00000114030	3	122140796	122233792
ENSG00000064835	3	87308554	87325737
ENSG00000077097	3	25639475	25706398
ENSG00000047457	3	148880197	148939842
ENSG00000179097	3	88039846	88042919
ENSG00000163320	3	88101094	88199035
ENSG00000168268	3	52558386	52569070
ENSG00000138496	3	122246771	122283424
ENSG00000229729	3	88108424	88188123
ENSG00000175105	3	88188254	88193815
ENSG00000179021	3	88198893	88217879
ENSG00000044524	3	89156674	89531284
ENSG00000168273	3	52568029	52613253
ENSG00000073282	3	189349205	189615068
ENSG00000163840	3	122283085	122294050
ENSG00000173200	3	122296449	122357894
ENSG00000151092	3	25760435	25831530
ENSG00000184500	3	93591881	93692910
ENSG00000173193	3	122399465	122449687
ENSG00000163939	3	52579368	52719933
ENSG00000169379	3	93698983	93774512
ENSG00000151093	3	25824408	25836025
ENSG00000163762	3	149036285	149052201
ENSG00000169087	3	122458846	122512671
ENSG00000230891	3	25900024	25915191
ENSG00000169908	3	149086809	149095652
ENSG00000179796	3	26664297	26752267
ENSG00000169903	3	149191761	149221068
ENSG00000163491	3	27151576	27410951
ENSG00000138463	3	122513642	122599986
ENSG00000178750	3	93733213	93747454
ENSG00000178700	3	93766680	93782233
ENSG00000018408	3	149235022	149454501
ENSG00000145198	3	183948217	183960117
ENSG00000178694	3	93781760	93847389
ENSG00000269028	3	96335981	96337000
ENSG00000080224	3	96533425	97471304
ENSG00000114744	3	149456257	149470286
ENSG00000206199	3	149478892	149686172
ENSG00000082684	3	122628041	122747452
ENSG00000214160	3	183960089	183967336
ENSG00000082996	3	149530495	149679926
ENSG00000113966	3	97483365	97519953
ENSG00000065485	3	122785909	122944074
ENSG00000233280	3	97540884	97594132
ENSG00000080200	3	97595819	97663810
ENSG00000163938	3	52715172	52728508
ENSG00000121542	3	122920774	122992977
ENSG00000070087	3	149682691	149768575
ENSG00000145194	3	183967438	184010819
ENSG00000016864	3	52728505	52740048
ENSG00000170854	3	97660662	97691301
ENSG00000033867	3	27414214	27525911
ENSG00000173175	3	123001143	123168605
ENSG00000268175	3	149689066	149690535
ENSG00000196428	3	150126122	150184218
ENSG00000114902	3	52738971	52742182
ENSG00000114904	3	52744800	52804965
ENSG00000196578	3	97806017	97806946
ENSG00000231192	3	97851542	97852483
ENSG00000236032	3	97868170	97869249
ENSG00000233412	3	97887544	97888485
ENSG00000230301	3	97983088	97984200
ENSG00000197938	3	98001732	98002676
ENSG00000196098	3	98072698	98073663
ENSG00000206536	3	98109510	98110475
ENSG00000232382	3	98188324	98189420
ENSG00000120742	3	150259781	150321015
ENSG00000206527	3	123209667	123304032
ENSG00000231861	3	98216448	98217496
ENSG00000055957	3	52811603	52826078
ENSG00000144895	3	150264465	150302029
ENSG00000163888	3	183977001	183979251
ENSG00000080822	3	98216756	98241910
ENSG00000065534	3	123328896	123603178
ENSG00000175166	3	184016497	184026842
ENSG00000163508	3	27757440	27764206
ENSG00000090530	3	189674517	189840226
ENSG00000181555	3	47057919	47205457
ENSG00000187118	3	28283075	28366633
ENSG00000163512	3	28356494	28390618
ENSG00000198843	3	150320662	150348222
ENSG00000163347	3	190023490	190040264
ENSG00000088727	3	47269516	47324941
ENSG00000206559	3	28390637	28579613
ENSG00000162267	3	52828784	52843025
ENSG00000113946	3	190040330	190129932
ENSG00000144642	3	29322473	30051886
ENSG00000198398	3	190146444	190167665
ENSG00000163513	3	30647994	30735634
ENSG00000114648	3	47324407	47388306
ENSG00000076201	3	47422501	47454931
ENSG00000080819	3	98239976	98312567
ENSG00000154165	3	98250743	98251960
ENSG00000144644	3	30767692	30936257
ENSG00000175455	3	123616152	123680564
ENSG00000064225	3	98451080	98540045
ENSG00000163527	3	31574130	31679112
ENSG00000196083	3	190231840	190375843
ENSG00000163645	3	150377672	150421758
ENSG00000055955	3	52846991	52865495
ENSG00000144645	3	31699382	32119072
ENSG00000057019	3	98514785	98620533
ENSG00000114650	3	47455203	47518616
ENSG00000114867	3	184032283	184053146
ENSG00000181788	3	150458914	150481264
ENSG00000214237	3	150588832	150612089
ENSG00000260234	3	150600784	150659530
ENSG00000163646	3	150643950	150690786
ENSG00000065371	3	123687368	123711025
ENSG00000243696	3	52847298	52869745
ENSG00000272573	3	52867130	52869235
ENSG00000248592	3	52867137	52931578
ENSG00000144893	3	150803484	151154860
ENSG00000163832	3	47537130	47555251
ENSG00000197385	3	32023263	32033120
ENSG00000152642	3	32147181	32210205
ENSG00000144810	3	99357319	99518070
ENSG00000170293	3	32280171	32411817
ENSG00000114646	3	47603729	47622282
ENSG00000153551	3	32433163	32524559
ENSG00000091317	3	32522804	32544900
ENSG00000213533	3	52870235	52931612
ENSG00000144635	3	32567463	32612366
ENSG00000173473	3	47626762	47823596
ENSG00000160145	3	123798870	124445172
ENSG00000184220	3	99536678	99897447
ENSG00000163935	3	52937588	53080766
ENSG00000182973	3	32726637	32815367
ENSG00000174946	3	150915619	150920988
ENSG00000272305	3	53003135	53133469
ENSG00000174944	3	150929905	150996255
ENSG00000138271	3	151011891	151034740
ENSG00000181631	3	151044100	151047336
ENSG00000169313	3	151055168	151102600
ENSG00000152580	3	151143172	151176497
ENSG00000163933	3	53122499	53164478
ENSG00000168386	3	99548985	99833357
ENSG00000132153	3	47844399	47891685
ENSG00000197953	3	151451704	151479127
ENSG00000163932	3	53190025	53226733
ENSG00000114771	3	151531825	151546276
ENSG00000198829	3	151591431	151602405
ENSG00000114491	3	124449213	124464040
ENSG00000206557	3	32859510	32939318
ENSG00000183813	3	32993066	32997841
ENSG00000235156	3	99904531	99913035
ENSG00000152601	3	151961617	152183569
ENSG00000047849	3	47892182	48130769
ENSG00000036054	3	99979844	100044095
ENSG00000170266	3	33038100	33138722
ENSG00000164045	3	48198636	48229892
ENSG00000114021	3	100053545	100075710
ENSG00000188167	3	33131913	33138293
ENSG00000170275	3	33155471	33189265
ENSG00000173705	3	33191537	33260707
ENSG00000163931	3	53258723	53290068
ENSG00000082781	3	124480795	124620265
ENSG00000154174	3	100082275	100120242
ENSG00000206535	3	100120037	100175163
ENSG00000221962	3	152057484	152058779
ENSG00000169860	3	152552736	152555841
ENSG00000181467	3	152880029	152886265
ENSG00000205835	3	190570666	190610218
ENSG00000181458	3	100211463	100296288
ENSG00000153558	3	33318517	33445154
ENSG00000188729	3	190917030	190983404
ENSG00000237787	3	153202284	153220486
ENSG00000114790	3	153838792	153975616
ENSG00000188958	3	190984957	191048325
ENSG00000144820	3	100328433	100414323
ENSG00000174953	3	153990335	154042286
ENSG00000173702	3	124624289	124672663
ENSG00000175182	3	184053714	184064063
ENSG00000173706	3	124684554	124774802
ENSG00000164047	3	48264837	48266981
ENSG00000164048	3	48282590	48340743
ENSG00000114354	3	100428205	100467810
ENSG00000221955	3	124801480	124998021
ENSG00000153560	3	33429828	33482863
ENSG00000157388	3	53528683	53847760
ENSG00000114859	3	184063973	184079439
ENSG00000154175	3	100468000	100712359
ENSG00000172113	3	48334754	48343175
ENSG00000229453	3	48348336	48369831
ENSG00000163848	3	124944405	125094198
ENSG00000164049	3	48413709	48442666
ENSG00000174948	3	154055461	154147504
ENSG00000196549	3	154741913	154901497
ENSG00000163539	3	33537737	33759848
ENSG00000164050	3	48445261	48471594
ENSG00000114520	3	125165495	125239041
ENSG00000144909	3	125247702	125313934
ENSG00000189366	3	125648118	125655882
ENSG00000114547	3	125687987	125702297
ENSG00000016391	3	53846362	53880417
ENSG00000056736	3	53880607	53899827
ENSG00000114805	3	155093369	155462856
ENSG00000163882	3	184079506	184086384
ENSG00000170248	3	33839844	33911194
ENSG00000114544	3	125725198	125820404
ENSG00000152492	3	191046866	191116459
ENSG00000164051	3	48473574	48481866
ENSG00000214919	3	155459933	155461515
ENSG00000174928	3	155480401	155524140
ENSG00000232112	3	48481667	48485616
ENSG00000113812	3	53901093	53916229
ENSG00000164053	3	48488114	48507115
ENSG00000113811	3	53918437	53926015
ENSG00000169359	3	155538813	155572218
ENSG00000172995	3	35680437	35835988
ENSG00000157445	3	54156574	55108584
ENSG00000213689	3	48506445	48509044
ENSG00000090534	3	184089723	184095932
ENSG00000144908	3	125822412	125916837
ENSG00000164054	3	48509197	48542259
ENSG00000090539	3	184097861	184108524
ENSG00000253548	3	191178952	191179245
ENSG00000144771	3	54952264	55001115
ENSG00000144681	3	36421836	36589499
ENSG00000114251	3	55499743	55523973
ENSG00000187672	3	55542336	56502391
ENSG00000114279	3	191857184	192485553
ENSG00000114268	3	48555117	48599448
ENSG00000224153	3	184119325	184157436
ENSG00000182580	3	184279572	184300197
ENSG00000163673	3	36753913	36781352
ENSG00000177383	3	184428156	184429836
ENSG00000180611	3	192514604	192635950
ENSG00000127252	3	192958914	192995527
ENSG00000168016	3	36868311	36986548
ENSG00000178567	3	37027357	37034795
ENSG00000187527	3	192992579	193096632
ENSG00000163884	3	126061478	126076285
ENSG00000163885	3	126113782	126155399
ENSG00000156931	3	184529931	184770402
ENSG00000180376	3	56591189	56655846
ENSG00000145040	3	48599160	48601206
ENSG00000076242	3	37034823	37107380
ENSG00000114270	3	48601506	48632700
ENSG00000070476	3	126156444	126194762
ENSG00000081148	3	100941390	101039404
ENSG00000127249	3	193119866	193310900
ENSG00000138468	3	101043049	101232085
ENSG00000159650	3	126200124	126236616
ENSG00000163946	3	56654161	56717265
ENSG00000180767	3	126243126	126262134
ENSG00000093167	3	37094117	37225180
ENSG00000180697	3	126245842	126277808
ENSG00000197763	3	126290622	126373998
ENSG00000174173	3	101280706	101285290
ENSG00000206483	3	126290625	126327398
ENSG00000159685	3	126423063	126679249
ENSG00000010256	3	48636435	48648409
ENSG00000081154	3	101292939	101313281
ENSG00000163947	3	56761446	57113357
ENSG00000187068	3	184795838	184870802
ENSG00000114554	3	126707437	126756235
ENSG00000113790	3	184908412	184999778
ENSG00000066422	3	101367733	101396339
ENSG00000114391	3	101399935	101405626
ENSG00000183396	3	48658192	48659288
ENSG00000144674	3	37284668	37408242
ENSG00000182504	3	101442769	101489406
ENSG00000214324	3	126911974	126917025
ENSG00000144815	3	101498046	101547073
ENSG00000073803	3	185000729	185206885
ENSG00000225697	3	48663156	48672926
ENSG00000163870	3	127291912	127317094
ENSG00000186451	3	57094469	57109460
ENSG00000198590	3	37427760	37476988
ENSG00000144802	3	101546835	101579866
ENSG00000144668	3	37493606	37865005
ENSG00000163900	3	185194284	185216845
ENSG00000144730	3	57124010	57204334
ENSG00000163898	3	185224050	185270401
ENSG00000170044	3	101818088	102198685
ENSG00000144677	3	37903451	38025960
ENSG00000163666	3	57231944	57260549
ENSG00000008300	3	48673902	48700348
ENSG00000073111	3	127317066	127341276
ENSG00000136059	3	38029550	38048679
ENSG00000170017	3	105085753	105295744
ENSG00000157500	3	57261765	57307496
ENSG00000163904	3	185300284	185351339
ENSG00000198836	3	193310933	193415612
ENSG00000187091	3	38048987	38071253
ENSG00000213672	3	48701364	48723797
ENSG00000114423	3	105374305	105588396
ENSG00000114631	3	127348024	127391652
ENSG00000239388	3	57302375	57326710
ENSG00000114626	3	127391778	127399768
ENSG00000008226	3	38080696	38165516
ENSG00000174844	3	57327727	57530071
ENSG00000068745	3	48725436	48777786
ENSG00000138483	3	107096188	107097481
ENSG00000114439	3	107241783	107530171
ENSG00000174840	3	57542003	57552571
ENSG00000074416	3	127407909	127542051
ENSG00000168374	3	57557090	57583947
ENSG00000060971	3	38144620	38178733
ENSG00000174839	3	57611184	57678816
ENSG00000114302	3	48782030	48885279
ENSG00000187715	3	127634075	127706514
ENSG00000058262	3	127770484	127790526
ENSG00000178537	3	48894369	48936426
ENSG00000172936	3	38179969	38184513
ENSG00000196776	3	107762145	107809872
ENSG00000175792	3	127783621	127872757
ENSG00000221883	3	48955221	48956818
ENSG00000172939	3	38206580	38296979
ENSG00000163681	3	57741177	57914895
ENSG00000177479	3	48956254	49023815
ENSG00000132394	3	127872297	128127485
ENSG00000172940	3	38307303	38319806
ENSG00000179407	3	128181282	128186091
ENSG00000179348	3	128198270	128212028
ENSG00000144671	3	38323785	38360066
ENSG00000114446	3	107879659	107941417
ENSG00000093217	3	38388251	38462839
ENSG00000198685	3	128290843	128294929
ENSG00000114455	3	108015376	108097132
ENSG00000163902	3	128338817	128399918
ENSG00000144821	3	108099216	108248169
ENSG00000075785	3	128444965	128533639
ENSG00000178467	3	49027319	49044587
ENSG00000114739	3	38495342	38534633
ENSG00000163507	3	108268716	108308491
ENSG00000178252	3	49044495	49053386
ENSG00000177646	3	128598439	128634910
ENSG00000157036	3	38537618	38583652
ENSG00000114315	3	193853934	193856521
ENSG00000178149	3	49052921	49059726
ENSG00000198919	3	108308529	108413693
ENSG00000114656	3	128628709	128721533
ENSG00000136068	3	57994127	58157982
ENSG00000187695	3	128628717	128690173
ENSG00000114654	3	128720472	128759585
ENSG00000169704	3	128779610	128781249
ENSG00000178772	3	194060494	194072057
ENSG00000172780	3	128806412	128841644
ENSG00000172061	3	194075976	194090472
ENSG00000178732	3	194115550	194119995
ENSG00000261796	3	128806418	128879879
ENSG00000240682	3	128846258	128880136
ENSG00000133657	3	194123401	194219093
ENSG00000178057	3	49057892	49060928
ENSG00000178035	3	49061758	49066841
ENSG00000198218	3	49067140	49131796
ENSG00000163515	3	108462271	108476231
ENSG00000163519	3	108541545	108573852
ENSG00000169714	3	128888327	128902765
ENSG00000138472	3	108626639	108672742
ENSG00000114487	3	108677086	108836989
ENSG00000183873	3	38589548	38691164
ENSG00000172053	3	49133365	49142553
ENSG00000181789	3	128968449	128996614
ENSG00000163530	3	109012635	109035364
ENSG00000121570	3	109044988	109056419
ENSG00000145014	3	194308402	194354418
ENSG00000185313	3	38738293	38835501
ENSG00000168356	3	38887260	38992052
ENSG00000163687	3	58177984	58200424
ENSG00000163686	3	58223233	58281420
ENSG00000206532	3	110607231	110612323
ENSG00000177707	3	110788918	110994410
ENSG00000163684	3	58291974	58310422
ENSG00000153283	3	111011566	111384597
ENSG00000114742	3	39093489	39138155
ENSG00000172046	3	49145479	49158371
ENSG00000255154	3	58303341	58303847
ENSG00000114745	3	39138150	39149854
ENSG00000177494	3	111311747	111314290
ENSG00000240891	3	111393523	111565294
ENSG00000168297	3	58318607	58411748
ENSG00000041802	3	194361517	194393206
ENSG00000144824	3	111451344	111695364
ENSG00000172037	3	49158547	49170551
ENSG00000168026	3	39149152	39180394
ENSG00000144827	3	111697857	111712210
ENSG00000144834	3	111717511	111732734
ENSG00000168291	3	58413357	58419584
ENSG00000144655	3	39183346	39196053
ENSG00000168334	3	39224701	39234087
ENSG00000168329	3	39304985	39323226
ENSG00000176040	3	111753690	111800116
ENSG00000168301	3	58477841	58488087
ENSG00000114529	3	111805182	111849851
ENSG00000185112	3	194406622	194409762
ENSG00000174500	3	111839688	111852152
ENSG00000168306	3	58490863	58523046
ENSG00000177352	3	49199968	49203754
ENSG00000185909	3	49209044	49213917
ENSG00000173950	3	194789008	194991896
ENSG00000172139	3	111859734	112013105
ENSG00000236980	3	49215065	49229291
ENSG00000173421	3	49235861	49295537
ENSG00000225399	3	49297518	49298744
ENSG00000188315	3	49306035	49315342
ENSG00000114316	3	49315264	49378145
ENSG00000168309	3	58549844	58613337
ENSG00000198643	3	58619673	58652575
ENSG00000233276	3	49394609	49396033
ENSG00000067560	3	49396578	49450431
ENSG00000091972	3	112051194	112081659
ENSG00000145022	3	49449639	49453908
ENSG00000114331	3	194995465	195163807
ENSG00000186265	3	112182815	112218408
ENSG00000145020	3	49454211	49460186
ENSG00000163689	3	58703092	59035810
ENSG00000144848	3	112251356	112280893
