Gene stable ID	Gene type	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSG00000182240	protein_coding	21	42539728	42654445
ENSG00000225745	antisense	21	42548249	42558715
ENSG00000224388	antisense	21	42552024	42552553
ENSG00000183844	protein_coding	21	42676139	42729358
ENSG00000183486	protein_coding	21	42733870	42781317
ENSG00000157601	protein_coding	21	42792231	42831141
ENSG00000228318	antisense	21	42813321	42814669
ENSG00000184012	protein_coding	21	42836478	42903043
ENSG00000207503	snoRNA	21	42911133	42911253
ENSG00000232806	lincRNA	21	42931052	42934885
ENSG00000223400	lincRNA	21	42948062	42953246
ENSG00000252771	snoRNA	21	43024746	43024843
ENSG00000227702	lincRNA	21	43099341	43117496
ENSG00000236384	lincRNA	21	43131680	43135935
ENSG00000232401	antisense	21	43136596	43137740
ENSG00000183421	protein_coding	21	43159529	43187266
ENSG00000236883	antisense	21	43159533	43161468
ENSG00000141956	protein_coding	21	43218385	43299591
ENSG00000236545	antisense	21	43290742	43292163
ENSG00000227698	sense_intronic	21	43294865	43297722
ENSG00000251778	snoRNA	21	43302314	43302409
ENSG00000157617	protein_coding	21	43305221	43373999
ENSG00000173276	protein_coding	21	43406940	43430496
ENSG00000237232	lincRNA	21	43429303	43445060
ENSG00000177398	protein_coding	21	43483068	43563563
ENSG00000184385	protein_coding	21	43522244	43528644
ENSG00000160179	protein_coding	21	43619799	43717354
ENSG00000223262	rRNA	21	43641283	43641396
ENSG00000216197	miRNA	21	43720384	43720455
ENSG00000160180	protein_coding	21	43731777	43735761
ENSG00000160181	protein_coding	21	43766466	43771237
ENSG00000160182	protein_coding	21	43782391	43786703
ENSG00000160183	protein_coding	21	43791999	43816955
ENSG00000160185	protein_coding	21	43824008	43867791
ENSG00000252619	snRNA	21	43837606	43837702
ENSG00000160188	protein_coding	21	43892596	43916464
ENSG00000160190	protein_coding	21	43916118	44001550
ENSG00000239930	sense_intronic	21	43916649	43917553
ENSG00000231867	sense_intronic	21	43928734	43929771
ENSG00000235772	antisense	21	43980484	43982044
ENSG00000225431	lincRNA	21	44019390	44035168
ENSG00000235023	antisense	21	44068381	44071354
ENSG00000160191	protein_coding	21	44073746	44195619
ENSG00000225731	antisense	21	44153704	44161868
ENSG00000233754	lincRNA	21	44201184	44202343
ENSG00000225218	lincRNA	21	44251150	44256587
ENSG00000160193	protein_coding	21	44263204	44299678
ENSG00000160194	protein_coding	21	44299754	44333414
ENSG00000233056	lincRNA	21	44336913	44345756
ENSG00000264580	miRNA	21	44371038	44371124
ENSG00000224100	antisense	21	44384749	44385473
ENSG00000160199	protein_coding	21	44394620	44453691
ENSG00000160200	protein_coding	21	44473301	44497053
ENSG00000160201	protein_coding	21	44513066	44527697
ENSG00000232777	pseudogene	21	44535444	44535819
ENSG00000264009	miRNA	21	44547630	44547729
ENSG00000236663	antisense	21	44560633	44561202
ENSG00000228120	protein_coding	21	44579176	44582387
ENSG00000160202	protein_coding	21	44589118	44592915
ENSG00000237864	lincRNA	21	44742297	44751919
ENSG00000237989	lincRNA	21	44778027	44782229
ENSG00000225637	lincRNA	21	44783212	44786446
ENSG00000142178	protein_coding	21	44834395	44847008
ENSG00000188660	lincRNA	21	44866481	44873773
ENSG00000185186	lincRNA	21	44881974	44899414
ENSG00000223975	lincRNA	21	44885189	44887178
ENSG00000160207	protein_coding	21	44949072	45079374
ENSG00000214326	pseudogene	21	44971110	44971481
ENSG00000234289	pseudogene	21	44985070	44985529
ENSG00000160208	protein_coding	21	45079429	45115958
ENSG00000160209	protein_coding	21	45138975	45182188
ENSG00000160213	protein_coding	21	45192393	45196326
ENSG00000234030	pseudogene	21	45203004	45203454
ENSG00000160214	protein_coding	21	45209394	45225174
ENSG00000215458	antisense	21	45225639	45232448
ENSG00000226543	pseudogene	21	45275771	45276223
ENSG00000160216	protein_coding	21	45285067	45406417
ENSG00000199598	snRNA	21	45339676	45339782
ENSG00000252606	snRNA	21	45416203	45416301
ENSG00000160218	protein_coding	21	45432200	45526433
ENSG00000213440	pseudogene	21	45466228	45466922
ENSG00000241945	protein_coding	21	45527171	45551063
ENSG00000160221	protein_coding	21	45553487	45565605
ENSG00000225331	lincRNA	21	45578623	45579959
ENSG00000267913	protein_coding	21	45587818	45593580
ENSG00000237604	lincRNA	21	45595372	45596336
ENSG00000232124	antisense	21	45621173	45622579
ENSG00000232698	lincRNA	21	45626408	45627282
ENSG00000160223	protein_coding	21	45642874	45660849
ENSG00000142182	protein_coding	21	45666222	45682099
ENSG00000232010	antisense	21	45670696	45671403
ENSG00000160224	protein_coding	21	45705721	45718531
ENSG00000141959	protein_coding	21	45719934	45747259
ENSG00000241728	sense_overlapping	21	45748827	45750104
ENSG00000160226	protein_coding	21	45748827	45759285
ENSG00000184441	antisense	21	45751117	45755734
ENSG00000255902	pseudogene	21	45751119	45751543
ENSG00000232969	antisense	21	45759259	45760353
ENSG00000260256	lincRNA	21	45767650	45768178
ENSG00000142185	protein_coding	21	45770046	45862964
ENSG00000230061	antisense	21	45834473	45845155
ENSG00000266692	snoRNA	21	45857004	45857058
ENSG00000264452	snoRNA	21	45858918	45858993
ENSG00000229356	antisense	21	45870869	45875167
ENSG00000160233	protein_coding	21	45875369	45878739
ENSG00000269430	protein_coding	21	45879814	45882078
ENSG00000224747	pseudogene	21	45889812	45892399
ENSG00000223431	pseudogene	21	45892778	45893622
ENSG00000227999	pseudogene	21	45893606	45894980
ENSG00000228709	lincRNA	21	45905460	45910171
ENSG00000175894	protein_coding	21	45917775	46131495
ENSG00000235890	antisense	21	45926690	45935738
ENSG00000182912	protein_coding	21	45937099	45945835
ENSG00000215455	protein_coding	21	45958864	45960078
ENSG00000205445	protein_coding	21	45970240	45971388
ENSG00000212935	protein_coding	21	45977673	45978643
ENSG00000215454	protein_coding	21	45993606	45994987
ENSG00000241123	protein_coding	21	45999332	46000481
ENSG00000188155	protein_coding	21	46011149	46012386
ENSG00000205441	protein_coding	21	46020497	46022091
ENSG00000256212	pseudogene	21	46020522	46021649
ENSG00000187766	protein_coding	21	46031996	46032871
ENSG00000221837	protein_coding	21	46047040	46048294
ENSG00000221859	protein_coding	21	46057273	46058370
ENSG00000243489	protein_coding	21	46066331	46067564
ENSG00000212933	protein_coding	21	46074130	46074576
ENSG00000205439	protein_coding	21	46077849	46078258
ENSG00000221864	protein_coding	21	46086106	46086844
ENSG00000229880	pseudogene	21	46095785	46098003
ENSG00000187175	protein_coding	21	46101491	46102078
ENSG00000189169	protein_coding	21	46117087	46117959
ENSG00000236382	pseudogene	21	46122136	46122706
ENSG00000184787	protein_coding	21	46188955	46221934
ENSG00000236519	antisense	21	46222492	46224632
ENSG00000184900	protein_coding	21	46225532	46238694
ENSG00000183255	protein_coding	21	46269500	46293752
ENSG00000160255	protein_coding	21	46305868	46351904
ENSG00000227039	antisense	21	46340966	46349593
ENSG00000273027	sense_intronic	21	46349568	46350027
ENSG00000183250	protein_coding	21	46352729	46359828
ENSG00000272825	antisense	21	46356218	46356869
ENSG00000160256	protein_coding	21	46359925	46396904
ENSG00000234880	lincRNA	21	46409779	46414001
ENSG00000261706	lincRNA	21	46414277	46415100
ENSG00000224930	lincRNA	21	46419122	46424642
ENSG00000235374	pseudogene	21	46491648	46494080
ENSG00000268856	protein_coding	21	46492796	46492927
ENSG00000197381	protein_coding	21	46493768	46646478
ENSG00000268805	protein_coding	21	46511596	46515493
ENSG00000267857	protein_coding	21	46520728	46534873
ENSG00000182586	lincRNA	21	46654255	46678645
ENSG00000186866	protein_coding	21	46683843	46707813
ENSG00000215447	processed_transcript	21	46707967	46711653
ENSG00000223768	lincRNA	21	46713200	46717269
ENSG00000184274	lincRNA	21	46720160	46725172
ENSG00000229382	lincRNA	21	46756622	46758580
ENSG00000237664	lincRNA	21	46758505	46761905
ENSG00000228930	pseudogene	21	46796106	46796297
ENSG00000228355	antisense	21	46798116	46799550
ENSG00000182871	protein_coding	21	46825052	46933634
ENSG00000224574	antisense	21	46827301	46829980
ENSG00000183535	antisense	21	46839631	46844985
ENSG00000173638	protein_coding	21	46913486	46964325
ENSG00000233922	lincRNA	21	47013568	47017005
ENSG00000183570	protein_coding	21	47063608	47362368
ENSG00000267883	protein_coding	21	47183565	47190005
ENSG00000205424	antisense	21	47247875	47256333
ENSG00000268040	protein_coding	21	47347679	47352477
ENSG00000142156	protein_coding	21	47401651	47424964
ENSG00000224413	lincRNA	21	47456966	47459721
ENSG00000228235	lincRNA	21	47472510	47473019
ENSG00000226115	lincRNA	21	47476430	47477481
ENSG00000233767	pseudogene	21	47491999	47492162
ENSG00000227438	antisense	21	47513178	47517444
ENSG00000142173	protein_coding	21	47518011	47552763
ENSG00000160282	protein_coding	21	47556176	47575481
ENSG00000237338	antisense	21	47571528	47572561
ENSG00000160284	protein_coding	21	47581062	47604390
ENSG00000228404	antisense	21	47604993	47608855
ENSG00000160285	protein_coding	21	47608055	47648738
ENSG00000235878	protein_coding	21	47612391	47613673
ENSG00000223901	antisense	21	47640183	47641992
ENSG00000215424	antisense	21	47649131	47679304
ENSG00000160294	protein_coding	21	47655047	47706211
ENSG00000228137	antisense	21	47666804	47667596
ENSG00000239415	antisense	21	47671463	47674047
ENSG00000182362	protein_coding	21	47706251	47717665
ENSG00000160298	protein_coding	21	47720095	47743789
ENSG00000160299	protein_coding	21	47744036	47865682
ENSG00000225043	pseudogene	21	47840467	47840948
ENSG00000160305	protein_coding	21	47878812	47989926
ENSG00000223692	sense_intronic	21	47882384	47889219
ENSG00000202239	snRNA	21	47945531	47945635
ENSG00000272283	misc_RNA	21	47955709	47956003
ENSG00000160307	protein_coding	21	48018875	48025121
ENSG00000160310	protein_coding	21	48055079	48085036
ENSG00000230982	pseudogene	21	48073470	48073934
ENSG00000212932	pseudogene	21	48110676	48111157
ENSG00000233866	lincRNA	22	16062157	16063236
ENSG00000229286	pseudogene	22	16076052	16076172
ENSG00000235265	pseudogene	22	16084249	16084826
ENSG00000223875	pseudogene	22	16100517	16124973
ENSG00000215270	pseudogene	22	16122720	16123768
ENSG00000206195	processed_transcript	22	16147979	16193004
ENSG00000271672	pseudogene	22	16150776	16151397
ENSG00000272872	sense_intronic	22	16154073	16154766
ENSG00000232775	pseudogene	22	16157079	16172700
ENSG00000271127	sense_intronic	22	16179617	16181004
ENSG00000225255	lincRNA	22	16199666	16231333
ENSG00000235992	pseudogene	22	16227138	16228807
ENSG00000241838	pseudogene	22	16255355	16256477
ENSG00000198062	protein_coding	22	16256441	16287937
ENSG00000236666	antisense	22	16274560	16278602
ENSG00000212216	snRNA	22	16276398	16276504
ENSG00000234381	pseudogene	22	16333633	16342783
ENSG00000224435	pseudogene	22	16345912	16355362
ENSG00000226474	pseudogene	22	16362385	16362561
ENSG00000231565	pseudogene	22	16364867	16366204
ENSG00000230471	lincRNA	22	16373081	16377055
ENSG00000230643	pseudogene	22	16389485	16389602
ENSG00000237299	pseudogene	22	16399957	16436527
ENSG00000213727	pseudogene	22	16404698	16405874
ENSG00000215268	pseudogene	22	16413687	16415946
ENSG00000233408	antisense	22	16417269	16420386
ENSG00000235759	pseudogene	22	16424125	16427059
ENSG00000130538	protein_coding	22	16448824	16449805
ENSG00000236831	pseudogene	22	16485399	16487973
ENSG00000265406	miRNA	22	16569924	16570006
ENSG00000264612	miRNA	22	16575148	16575230
ENSG00000265270	miRNA	22	16576109	16576191
ENSG00000236097	pseudogene	22	16627920	16628496
ENSG00000184624	pseudogene	22	16634898	16651926
ENSG00000236235	pseudogene	22	16680767	16687245
ENSG00000225293	pseudogene	22	16868420	16871613
ENSG00000226160	pseudogene	22	16886056	16886143
ENSG00000229658	pseudogene	22	16904668	16906756
ENSG00000227367	pseudogene	22	16909690	16957613
ENSG00000226444	pseudogene	22	16967410	16969212
ENSG00000235969	pseudogene	22	16984194	16990365
ENSG00000273362	lincRNA	22	17001949	17008127
ENSG00000233995	pseudogene	22	17052917	17055527
ENSG00000239435	pseudogene	22	17061816	17063607
ENSG00000198445	protein_coding	22	17071667	17073700
ENSG00000240122	pseudogene	22	17075979	17076375
ENSG00000221084	miRNA	22	17079607	17079694
ENSG00000100181	lincRNA	22	17082777	17179632
ENSG00000267338	lincRNA	22	17097060	17098004
ENSG00000249288	pseudogene	22	17126585	17127471
ENSG00000249263	pseudogene	22	17134782	17140518
ENSG00000189295	processed_transcript	22	17134956	17160374
ENSG00000259271	pseudogene	22	17151980	17160383
ENSG00000273244	lincRNA	22	17156906	17175538
ENSG00000241717	pseudogene	22	17170993	17185367
ENSG00000235343	lincRNA	22	17227759	17229535
ENSG00000172967	protein_coding	22	17264302	17302589
ENSG00000229027	pseudogene	22	17308364	17310225
ENSG00000234121	pseudogene	22	17318412	17318556
ENSG00000237835	pseudogene	22	17336694	17337052
ENSG00000220248	pseudogene	22	17338509	17341608
ENSG00000237689	lincRNA	22	17350368	17352016
ENSG00000228122	pseudogene	22	17357108	17357311
ENSG00000237358	pseudogene	22	17357442	17357792
ENSG00000225480	pseudogene	22	17378335	17378436
ENSG00000230481	IG_V_pseudogene	22	17385109	17385586
ENSG00000253691	IG_V_pseudogene	22	17395125	17395871
ENSG00000253460	IG_V_pseudogene	22	17402333	17403063
ENSG00000254264	IG_V_pseudogene	22	17406842	17407334
ENSG00000253481	IG_V_pseudogene	22	17414411	17414893
ENSG00000215568	protein_coding	22	17442826	17489112
ENSG00000270226	pseudogene	22	17493294	17493822
ENSG00000237438	lincRNA	22	17517460	17541715
ENSG00000273203	lincRNA	22	17548711	17551565
ENSG00000273442	lincRNA	22	17561591	17562346
ENSG00000177663	protein_coding	22	17565844	17596583
ENSG00000235328	pseudogene	22	17574502	17574829
ENSG00000183307	protein_coding	22	17597189	17602257
ENSG00000235478	protein_coding	22	17602476	17612994
ENSG00000069998	protein_coding	22	17618401	17646177
ENSG00000185837	antisense	22	17640274	17646335
ENSG00000093072	protein_coding	22	17660194	17702879
ENSG00000236325	pseudogene	22	17673826	17674198
ENSG00000269774	pseudogene	22	17690773	17691374
ENSG00000203416	pseudogene	22	17694618	17695045
ENSG00000241832	processed_transcript	22	17737749	17747623
ENSG00000231004	processed_transcript	22	17809924	17810122
ENSG00000239547	misc_RNA	22	17833773	17834067
ENSG00000099954	protein_coding	22	17840837	18037850
ENSG00000229492	pseudogene	22	17897744	17898875
ENSG00000232305	pseudogene	22	17903436	17903823
ENSG00000228045	pseudogene	22	17997708	17998061
ENSG00000272675	lincRNA	22	18036250	18037847
ENSG00000182902	protein_coding	22	18043139	18073760
ENSG00000236754	antisense	22	18062923	18071958
ENSG00000131100	protein_coding	22	18074902	18111584
ENSG00000099968	protein_coding	22	18111621	18213388
ENSG00000251737	snoRNA	22	18124172	18124285
ENSG00000015475	protein_coding	22	18216906	18257536
ENSG00000264757	miRNA	22	18246946	18247025
ENSG00000269220	lincRNA	22	18260088	18262247
ENSG00000243156	protein_coding	22	18270415	18507325
ENSG00000093100	processed_transcript	22	18270418	18294263
ENSG00000207780	miRNA	22	18463634	18463727
ENSG00000235445	sense_intronic	22	18465971	18466385
ENSG00000234913	sense_intronic	22	18487036	18490074
ENSG00000237446	pseudogene	22	18501980	18502966
ENSG00000235295	lincRNA	22	18512151	18520734
ENSG00000225335	antisense	22	18559293	18561650
ENSG00000215193	protein_coding	22	18560689	18613905
ENSG00000236890	pseudogene	22	18564232	18564441
ENSG00000235617	pseudogene	22	18584378	18584654
ENSG00000225225	pseudogene	22	18585223	18586415
ENSG00000183785	protein_coding	22	18593097	18629321
ENSG00000184979	protein_coding	22	18632666	18660164
ENSG00000187979	antisense	22	18660805	18688682
ENSG00000182824	protein_coding	22	18721427	18745407
ENSG00000197421	pseudogene	22	18761178	18830912
ENSG00000239989	pseudogene	22	18781927	18782317
ENSG00000234764	pseudogene	22	18821207	18821951
ENSG00000161103	protein_coding	22	18834324	18848562
ENSG00000215544	pseudogene	22	18843134	18846153
ENSG00000183628	protein_coding	22	18893541	18901751
ENSG00000100033	protein_coding	22	18900294	18924066
ENSG00000237517	antisense	22	18958027	19018755
ENSG00000271275	pseudogene	22	18984651	18985108
ENSG00000273032	lincRNA	22	19005347	19007761
ENSG00000270393	pseudogene	22	19005556	19006429
ENSG00000273164	sense_intronic	22	19010569	19011063
ENSG00000241527	pseudogene	22	19019077	19022077
ENSG00000070413	protein_coding	22	19023795	19109967
ENSG00000206739	misc_RNA	22	19032769	19032880
ENSG00000273311	sense_intronic	22	19033675	19035888
ENSG00000237347	pseudogene	22	19043314	19044025
ENSG00000223461	antisense	22	19109042	19112016
ENSG00000272682	lincRNA	22	19111822	19115962
ENSG00000231086	pseudogene	22	19112392	19113159
ENSG00000100056	protein_coding	22	19117792	19132197
ENSG00000206203	protein_coding	22	19118321	19120134
ENSG00000063515	protein_coding	22	19136089	19137796
ENSG00000260924	antisense	22	19158908	19160352
ENSG00000100075	protein_coding	22	19163095	19166343
ENSG00000070371	protein_coding	22	19166986	19279239
ENSG00000230194	pseudogene	22	19225966	19226262
ENSG00000251940	snoRNA	22	19237396	19237489
ENSG00000233471	pseudogene	22	19245043	19246329
ENSG00000100084	protein_coding	22	19318221	19435224
ENSG00000242259	protein_coding	22	19338891	19435755
ENSG00000244296	misc_RNA	22	19353289	19353565
ENSG00000185608	protein_coding	22	19419425	19423598
ENSG00000185065	antisense	22	19435416	19437628
ENSG00000070010	protein_coding	22	19437433	19466738
ENSG00000273300	antisense	22	19441702	19442128
ENSG00000273212	antisense	22	19444026	19444485
ENSG00000093009	protein_coding	22	19466982	19508135
ENSG00000184113	protein_coding	22	19510547	19515068
ENSG00000230485	pseudogene	22	19618273	19621097
ENSG00000225007	lincRNA	22	19654546	19655078
ENSG00000184702	protein_coding	22	19701987	19712295
ENSG00000203618	protein_coding	22	19710468	19712294
ENSG00000184058	protein_coding	22	19744226	19771116
ENSG00000185838	protein_coding	22	19770747	19842462
ENSG00000235776	pseudogene	22	19779817	19780617
ENSG00000215012	protein_coding	22	19833661	19842419
ENSG00000184470	protein_coding	22	19863040	19929341
ENSG00000232926	pseudogene	22	19874812	19875493
ENSG00000093010	protein_coding	22	19929130	19957498
ENSG00000265087	miRNA	22	19951276	19951357
ENSG00000099889	protein_coding	22	19957419	20004331
ENSG00000183597	protein_coding	22	20004537	20053449
ENSG00000208023	miRNA	22	20020662	20020743
ENSG00000236540	antisense	22	20050503	20058066
ENSG00000268292	antisense	22	20052075	20053228
ENSG00000128191	protein_coding	22	20067755	20099400
ENSG00000266567	miRNA	22	20073269	20073356
ENSG00000221366	miRNA	22	20073581	20073665
ENSG00000243762	antisense	22	20098344	20099398
ENSG00000099899	protein_coding	22	20099389	20104915
ENSG00000099901	protein_coding	22	20103461	20114878
ENSG00000264346	snoRNA	22	20113925	20114049
ENSG00000099904	protein_coding	22	20116979	20135530
ENSG00000234409	protein_coding	22	20135950	20138399
ENSG00000249923	antisense	22	20186252	20192441
ENSG00000236499	lincRNA	22	20193920	20196047
ENSG00000040608	protein_coding	22	20228938	20270769
ENSG00000221039	miRNA	22	20236657	20236734
ENSG00000161132	pseudogene	22	20287283	20300739
ENSG00000128185	protein_coding	22	20301799	20307603
ENSG00000273343	sense_intronic	22	20305642	20306272
ENSG00000273139	lincRNA	22	20308262	20308726
ENSG00000188424	antisense	22	20326328	20350457
ENSG00000235578	lincRNA	22	20330726	20331888
ENSG00000230410	lincRNA	22	20336866	20341114
ENSG00000183038	protein_coding	22	20366206	20368028
ENSG00000235704	lincRNA	22	20377669	20378803
ENSG00000206176	lincRNA	22	20378814	20380440
ENSG00000215513	pseudogene	22	20383524	20427835
ENSG00000271796	snoRNA	22	20434077	20434153
ENSG00000252571	snoRNA	22	20455222	20455364
ENSG00000252024	snoRNA	22	20455450	20455532
ENSG00000199876	misc_RNA	22	20455669	20455969
ENSG00000196622	protein_coding	22	20456003	20461786
ENSG00000236984	pseudogene	22	20473206	20475156
ENSG00000234757	pseudogene	22	20486312	20488882
ENSG00000225894	pseudogene	22	20499890	20503484
ENSG00000216522	pseudogene	22	20610447	20616201
ENSG00000223579	lincRNA	22	20632023	20661407
ENSG00000227005	lincRNA	22	20644408	20645991
ENSG00000233938	pseudogene	22	20670709	20674508
ENSG00000188280	protein_coding	22	20692438	20716938
ENSG00000161133	protein_coding	22	20704868	20745048
ENSG00000185252	protein_coding	22	20748405	20762745
ENSG00000207343	snRNA	22	20771087	20771189
ENSG00000244486	protein_coding	22	20778874	20792146
ENSG00000099910	protein_coding	22	20783528	20850170
ENSG00000215493	pseudogene	22	20804409	20806111
ENSG00000255156	misc_RNA	22	20829490	20829598
ENSG00000201916	misc_RNA	22	20835445	20835555
ENSG00000242876	misc_RNA	22	20836224	20836497
ENSG00000236670	pseudogene	22	20837102	20838392
ENSG00000265300	miRNA	22	20837512	20837603
ENSG00000099917	protein_coding	22	20850200	20941919
ENSG00000236003	antisense	22	20876357	20878157
ENSG00000250261	pseudogene	22	20941783	20946505
ENSG00000223553	pseudogene	22	20956882	21011201
ENSG00000238125	pseudogene	22	21007017	21009037
ENSG00000264718	miRNA	22	21011322	21011403
ENSG00000229107	pseudogene	22	21022124	21025272
ENSG00000217261	pseudogene	22	21044217	21053226
ENSG00000235062	pseudogene	22	21052250	21053222
ENSG00000226287	processed_transcript	22	21055220	21058894
ENSG00000241973	protein_coding	22	21061979	21213705
ENSG00000234252	antisense	22	21077335	21080208
ENSG00000099937	protein_coding	22	21128167	21142008
ENSG00000099940	protein_coding	22	21213271	21245506
ENSG00000272600	antisense	22	21243494	21245502
ENSG00000099942	protein_coding	22	21271714	21308037
ENSG00000266366	misc_RNA	22	21309449	21309714
ENSG00000237476	lincRNA	22	21311380	21318967
ENSG00000183773	protein_coding	22	21319396	21335649
ENSG00000099949	protein_coding	22	21333751	21353327
ENSG00000272829	lincRNA	22	21335650	21336044
ENSG00000184436	protein_coding	22	21353393	21356485
ENSG00000230513	antisense	22	21356175	21364631
ENSG00000161149	pseudogene	22	21357184	21368581
ENSG00000269103	protein_coding	22	21358030	21360736
ENSG00000099957	protein_coding	22	21364097	21383119
ENSG00000099960	protein_coding	22	21383007	21387129
ENSG00000226872	antisense	22	21385646	21398258
ENSG00000207575	miRNA	22	21388465	21388561
ENSG00000206145	pseudogene	22	21389532	21399306
ENSG00000187905	protein_coding	22	21400249	21418457
ENSG00000249680	pseudogene	22	21419749	21424386
ENSG00000169668	pseudogene	22	21457305	21476574
ENSG00000197210	lincRNA	22	21468896	21478740
ENSG00000239511	protein_coding	22	21477050	21482352
ENSG00000224688	pseudogene	22	21495913	21496660
ENSG00000215498	processed_transcript	22	21522047	21546445
ENSG00000234503	lincRNA	22	21532181	21534164
ENSG00000133475	protein_coding	22	21562262	21581926
ENSG00000226885	pseudogene	22	21622450	21623192
ENSG00000229266	pseudogene	22	21637170	21638450
ENSG00000169662	pseudogene	22	21645049	21648875
ENSG00000206142	lincRNA	22	21655279	21679331
ENSG00000237407	lincRNA	22	21667209	21669193
ENSG00000232771	pseudogene	22	21695884	21699547
ENSG00000226534	pseudogene	22	21724353	21726234
ENSG00000196934	protein_coding	22	21737663	21743446
ENSG00000200057	misc_RNA	22	21743480	21743780
ENSG00000252314	snoRNA	22	21743917	21743999
ENSG00000252020	snoRNA	22	21744085	21744227
ENSG00000252402	snoRNA	22	21765339	21765415
ENSG00000169635	protein_coding	22	21771693	21805752
ENSG00000206140	lincRNA	22	21820712	21825558
ENSG00000183506	pseudogene	22	21827289	21871822
ENSG00000252799	snoRNA	22	21878047	21878123
ENSG00000252143	snoRNA	22	21899186	21899328
ENSG00000252605	snoRNA	22	21899414	21899496
ENSG00000222352	misc_RNA	22	21899633	21899933
ENSG00000183246	protein_coding	22	21899646	21905750
ENSG00000185651	protein_coding	22	21903736	21978323
ENSG00000161179	protein_coding	22	21982378	21984353
ENSG00000161180	protein_coding	22	21987005	21991616
ENSG00000273342	lincRNA	22	21995133	21995573
ENSG00000128228	protein_coding	22	21996550	21998587
ENSG00000100023	protein_coding	22	22006559	22054304
ENSG00000212102	miRNA	22	22007270	22007347
ENSG00000207751	miRNA	22	22007593	22007674
ENSG00000272954	sense_intronic	22	22016223	22016652
ENSG00000100027	protein_coding	22	22051833	22090123
ENSG00000244671	misc_RNA	22	22077172	22077471
ENSG00000100030	protein_coding	22	22108789	22221970
ENSG00000200985	rRNA	22	22146723	22146813
ENSG00000225544	pseudogene	22	22239621	22240012
ENSG00000100034	protein_coding	22	22273793	22307209
ENSG00000224086	antisense	22	22292609	22297799
ENSG00000100038	protein_coding	22	22311397	22337213
ENSG00000197549	pseudogene	22	22345496	22398332
ENSG00000253239	IG_V_pseudogene	22	22380474	22380991
ENSG00000211637	IG_V_gene	22	22385332	22385870
ENSG00000254355	IG_V_pseudogene	22	22387143	22387592
ENSG00000225070	lincRNA	22	22390743	22394463
ENSG00000249333	pseudogene	22	22393042	22393525
ENSG00000253794	IG_V_pseudogene	22	22398016	22398340
ENSG00000228161	pseudogene	22	22400828	22400989
ENSG00000253874	IG_V_pseudogene	22	22412845	22413304
ENSG00000254075	IG_V_pseudogene	22	22415489	22415950
ENSG00000254161	IG_V_pseudogene	22	22424636	22425118
ENSG00000253242	IG_V_pseudogene	22	22429777	22430077
ENSG00000253752	IG_V_pseudogene	22	22434180	22434673
ENSG00000253823	IG_V_pseudogene	22	22440972	22441521
ENSG00000211638	IG_V_gene	22	22453110	22453622
ENSG00000225741	pseudogene	22	22457629	22459267
ENSG00000182502	pseudogene	22	22469236	22472374
ENSG00000236118	pseudogene	22	22509975	22510335
ENSG00000233720	pseudogene	22	22511775	22512024
ENSG00000211639	IG_V_gene	22	22516592	22517074
ENSG00000227710	pseudogene	22	22522682	22523027
ENSG00000224465	pseudogene	22	22525369	22525942
ENSG00000254308	IG_V_pseudogene	22	22533618	22533867
ENSG00000253637	IG_V_pseudogene	22	22536972	22537275
ENSG00000236323	pseudogene	22	22540331	22541009
ENSG00000211640	IG_V_gene	22	22550113	22550860
ENSG00000253126	IG_V_pseudogene	22	22552960	22553411
ENSG00000211641	IG_V_gene	22	22556057	22556600
ENSG00000211642	IG_V_gene	22	22569184	22569660
ENSG00000253935	IG_V_pseudogene	22	22574039	22574525
ENSG00000228050	pseudogene	22	22577580	22578959
ENSG00000234726	pseudogene	22	22583115	22584865
ENSG00000169575	protein_coding	22	22599087	22599927
ENSG00000272216	lincRNA	22	22638312	22641586
ENSG00000234630	lincRNA	22	22648098	22649159
ENSG00000272779	pseudogene	22	22657589	22664766
ENSG00000236850	processed_transcript	22	22657589	22677203
ENSG00000211643	IG_V_gene	22	22673082	22673581
ENSG00000211644	IG_V_gene	22	22676828	22677336
ENSG00000211645	IG_V_gene	22	22681658	22682172
ENSG00000225724	pseudogene	22	22693926	22695567
ENSG00000223350	IG_V_gene	22	22697539	22698084
ENSG00000232515	pseudogene	22	22702157	22702514
ENSG00000211647	IG_V_gene	22	22707289	22707781
ENSG00000211648	IG_V_gene	22	22712087	22712608
ENSG00000237428	pseudogene	22	22720578	22722138
ENSG00000211649	IG_V_gene	22	22723982	22724454
ENSG00000232603	pseudogene	22	22725197	22725488
ENSG00000211650	IG_V_gene	22	22730355	22730874
ENSG00000211651	IG_V_gene	22	22735135	22735715
ENSG00000211652	IG_V_gene	22	22749356	22749827
ENSG00000254175	IG_V_pseudogene	22	22751369	22751861
ENSG00000254073	IG_V_pseudogene	22	22753184	22753334
ENSG00000253818	IG_V_pseudogene	22	22758539	22759053
ENSG00000211653	IG_V_gene	22	22764098	22764614
ENSG00000224144	pseudogene	22	22774663	22775647
ENSG00000253889	IG_V_pseudogene	22	22780158	22780651
ENSG00000211654	IG_V_gene	22	22781876	22782371
ENSG00000211655	IG_V_gene	22	22786296	22786802
ENSG00000230821	pseudogene	22	22801024	22802674
ENSG00000253631	IG_V_pseudogene	22	22804540	22804990
