Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	HGNC symbol	Gene type
ENSG00000236325	17673826	17674198	22		pseudogene
ENSG00000269774	17690773	17691374	22		pseudogene
ENSG00000203416	17694618	17695045	22	FAM32B	pseudogene
ENSG00000241832	17737749	17747623	22	CECR3	processed_transcript
ENSG00000234891	35099117	35100876	22		lincRNA
ENSG00000231004	17809924	17810122	22	CECR9	processed_transcript
ENSG00000239547	17833773	17834067	22	RN7SL843P	misc_RNA
ENSG00000229492	17897744	17898875	22		pseudogene
ENSG00000232305	17903436	17903823	22	CLCP1	pseudogene
ENSG00000237316	35107899	35120910	22		lincRNA
ENSG00000228045	17997708	17998061	22	DNAJA1P6	pseudogene
ENSG00000272675	18036250	18037847	22		lincRNA
ENSG00000227895	35318599	35468259	22		antisense
ENSG00000236754	18062923	18071958	22		antisense
ENSG00000251737	18124172	18124285	22		snoRNA
ENSG00000264757	18246946	18247025	22	MIR3198-1	miRNA
ENSG00000233080	35515817	35627049	22		lincRNA
ENSG00000269220	18260088	18262247	22	LINC00528	lincRNA
ENSG00000273068	35518654	35523412	22		lincRNA
ENSG00000093100	18270418	18294263	22		processed_transcript
ENSG00000238153	35560297	35561340	22		pseudogene
ENSG00000243453	35590692	35590935	22	COX7BP1	pseudogene
ENSG00000238584	35645765	35645826	22	RNU7-167P	snRNA
ENSG00000273176	35694831	35695534	22		antisense
ENSG00000266320	35731633	35731751	22	MIR3909	miRNA
ENSG00000233388	35897908	35899633	22		pseudogene
ENSG00000273044	35922979	35923462	22		lincRNA
ENSG00000228587	36081987	36085420	22		lincRNA
ENSG00000226336	36099850	36100223	22	MRPS16P3	pseudogene
ENSG00000237406	36293318	36294452	22	NDUFA9P1	pseudogene
ENSG00000207780	18463634	18463727	22	MIR648	miRNA
ENSG00000235445	18465971	18466385	22		sense_intronic
ENSG00000233764	36568470	36568827	22		pseudogene
ENSG00000234913	18487036	18490074	22		sense_intronic
ENSG00000237446	18501980	18502966	22	RHEBP3	pseudogene
ENSG00000235295	18512151	18520734	22		lincRNA
ENSG00000231576	36568982	36569996	22		pseudogene
ENSG00000225335	18559293	18561650	22		antisense
ENSG00000187792	24083769	24093279	22	ZNF70	protein_coding
ENSG00000236890	18564232	18564441	22		pseudogene
ENSG00000235617	18584378	18584654	22		pseudogene
ENSG00000225225	18585223	18586415	22	ARL2BPP10	pseudogene
ENSG00000128218	24094930	24096655	22	VPREB3	protein_coding
ENSG00000237948	36570309	36570870	22		pseudogene
ENSG00000187979	18660805	18688682	22		antisense
ENSG00000197421	18761178	18830912	22	GGT3P	pseudogene
ENSG00000225557	36571215	36571902	22		pseudogene
ENSG00000237129	36571905	36572574	22		pseudogene
ENSG00000169314	24105208	24108048	22	C22orf15	protein_coding
ENSG00000229088	36574602	36575433	22	MTND1P10	pseudogene
ENSG00000266345	36711989	36712246	22	RN7SL349P	misc_RNA
ENSG00000223695	36784671	36792562	22		lincRNA
ENSG00000237668	36817318	36817689	22	RPS15AP38	pseudogene
ENSG00000252575	36834869	36834971	22		miRNA
ENSG00000252225	36836925	36837015	22		misc_RNA
ENSG00000228719	36841445	36850991	22		lincRNA
ENSG00000188078	36932703	36933651	22		pseudogene
ENSG00000250479	24108021	24110630	22	CHCHD10	protein_coding
ENSG00000229971	36948212	36948747	22		antisense
ENSG00000261675	36956917	36958962	22		sense_overlapping
ENSG00000234688	37099963	37117517	22		antisense
ENSG00000234979	37212370	37215780	22		antisense
ENSG00000183822	37243415	37266483	22		antisense
ENSG00000239056	37344522	37344599	22		snoRNA
ENSG00000239989	18781927	18782317	22		pseudogene
ENSG00000232254	37346571	37349764	22	CSF2RBP1	pseudogene
ENSG00000234764	18821207	18821951	22		pseudogene
ENSG00000215544	18843134	18846153	22	BCRP7	pseudogene
ENSG00000215403	37361289	37364213	22		antisense
ENSG00000252412	37409266	37409360	22		misc_RNA
ENSG00000099953	24110413	24126503	22	MMP11	protein_coding
ENSG00000237517	18958027	19018755	22	DGCR5	antisense
ENSG00000201078	37451073	37451387	22	RN7SKP214	misc_RNA
ENSG00000231467	37476108	37478887	22		antisense
ENSG00000252142	37534064	37534123	22		miRNA
ENSG00000235237	37562797	37578890	22		antisense
ENSG00000226233	37611778	37611931	22		pseudogene
ENSG00000271275	18984651	18985108	22		pseudogene
ENSG00000273032	19005347	19007761	22	DGCR9	lincRNA
ENSG00000255594	37621304	37622035	22		pseudogene
ENSG00000270393	19005556	19006429	22		pseudogene
ENSG00000243902	37735624	37823480	22		sense_overlapping
ENSG00000273164	19010569	19011063	22	DGCR10	sense_intronic
ENSG00000237862	37748230	37750879	22		lincRNA
ENSG00000241527	19019077	19022077	22	CA15P1	pseudogene
ENSG00000272694	37767724	37768898	22		antisense
ENSG00000225867	37946033	37947742	22		antisense
ENSG00000233360	38037839	38054384	22		antisense
ENSG00000267954	24124467	24126145	22		protein_coding
ENSG00000241333	38065473	38065746	22	RN7SL385P	misc_RNA
ENSG00000238569	38181533	38181614	22		snoRNA
ENSG00000207945	38240279	38240378	22	MIR658	miRNA
ENSG00000207696	38243685	38243781	22	MIR659	miRNA
ENSG00000207227	38287354	38287455	22	RNU6-900P	snRNA
ENSG00000272582	38346972	38347785	22		antisense
ENSG00000264505	38384801	38384860	22	MIR4534	miRNA
ENSG00000222044	38428172	38430235	22		antisense
ENSG00000273214	38439237	38439927	22		lincRNA
ENSG00000233739	38453187	38469947	22		antisense
ENSG00000272720	38486134	38487566	22		lincRNA
ENSG00000256873	38616385	38617120	22		pseudogene
ENSG00000235246	38627326	38628254	22		antisense
ENSG00000241693	38627726	38627999	22	RN7SL704P	misc_RNA
ENSG00000265311	38670345	38670430	22		miRNA
ENSG00000099956	24129150	24176703	22	SMARCB1	protein_coding
ENSG00000244627	38731767	38794934	22		pseudogene
ENSG00000229955	38783923	38784862	22		sense_intronic
ENSG00000228620	38820293	38823341	22		antisense
ENSG00000224279	38970936	38971436	22		pseudogene
ENSG00000230912	39062513	39064755	22		antisense
ENSG00000228274	39063590	39077825	22		antisense
ENSG00000206739	19032769	19032880	22		misc_RNA
ENSG00000273311	19033675	19035888	22	DGCR11	sense_intronic
ENSG00000237347	19043314	19044025	22		pseudogene
ENSG00000223461	19109042	19112016	22		antisense
ENSG00000229598	39118748	39119510	22	PRDX3P1	pseudogene
ENSG00000272682	19111822	19115962	22		lincRNA
ENSG00000231086	19112392	19113159	22	TSSK1A	pseudogene
ENSG00000257034	39127778	39128531	22		pseudogene
ENSG00000260924	19158908	19160352	22		antisense
ENSG00000203583	39128914	39129588	22		pseudogene
ENSG00000230194	19225966	19226262	22		pseudogene
ENSG00000244491	39130730	39134770	22		antisense
ENSG00000251940	19237396	19237489	22		snoRNA
ENSG00000230149	39130735	39134995	22		antisense
ENSG00000233471	19245043	19246329	22	KRT18P62	pseudogene
ENSG00000099958	24176690	24181315	22	DERL3	protein_coding
ENSG00000273096	39132615	39132797	22		sense_intronic
ENSG00000244296	19353289	19353565	22	RN7SL168P	misc_RNA
ENSG00000185065	19435416	19437628	22		antisense
ENSG00000225450	39135008	39145046	22		antisense
ENSG00000272669	39138630	39139120	22		antisense
ENSG00000273300	19441702	19442128	22		antisense
ENSG00000273076	39139500	39139915	22		antisense
ENSG00000273212	19444026	19444485	22		antisense
ENSG00000235209	39317232	39320713	22		lincRNA
ENSG00000230485	19618273	19621097	22		pseudogene
ENSG00000249310	39387564	39394214	22	APOBEC3B-AS1	antisense
ENSG00000225007	19654546	19655078	22		lincRNA
ENSG00000259421	39466419	39466676	22		pseudogene
ENSG00000235776	19779817	19780617	22		pseudogene
ENSG00000232926	19874812	19875493	22		pseudogene
ENSG00000225720	39487591	39488860	22		pseudogene
ENSG00000265087	19951276	19951357	22	MIR4761	miRNA
ENSG00000208023	20020662	20020743	22	MIR185	miRNA
ENSG00000226024	39516298	39516571	22	COX5BP7	pseudogene
ENSG00000227009	39551530	39551950	22	FUNDC2P4	pseudogene
ENSG00000236540	20050503	20058066	22		antisense
ENSG00000224794	39688993	39691568	22		antisense
ENSG00000209480	39709824	39709916	22	SNORD83B	snoRNA
ENSG00000209482	39711218	39711312	22	SNORD83A	snoRNA
ENSG00000263764	39715055	39715118	22	SNORD43	snoRNA
ENSG00000227188	39871812	39872827	22		antisense
ENSG00000235647	40146132	40147298	22		pseudogene
ENSG00000268292	20052075	20053228	22		antisense
ENSG00000238875	40270259	40270519	22	RN7SKP210	misc_RNA
ENSG00000266567	20073269	20073356	22	MIR3618	miRNA
ENSG00000226085	40271293	40272119	22	UQCRFS1P1	pseudogene
ENSG00000221366	20073581	20073665	22	MIR1306	miRNA
ENSG00000225528	40356401	40360687	22		sense_intronic
ENSG00000243762	20098344	20099398	22		antisense
ENSG00000261202	40439072	40440534	22		antisense
ENSG00000264346	20113925	20114049	22		snoRNA
ENSG00000249923	20186252	20192441	22		antisense
ENSG00000228599	40502329	40503070	22	RPL7P52	pseudogene
ENSG00000229999	40768668	40784294	22		antisense
ENSG00000236499	20193920	20196047	22	LINC00896	lincRNA
ENSG00000221039	20236657	20236734	22	MIR1286	miRNA
ENSG00000272834	40811007	40811449	22		antisense
ENSG00000161132	20287283	20300739	22		pseudogene
ENSG00000227413	40829140	40829645	22		pseudogene
ENSG00000232564	40917804	40922711	22		antisense
ENSG00000273343	20305642	20306272	22		sense_intronic
ENSG00000252124	40924061	40924137	22		miRNA
ENSG00000172912	40965290	40965899	22	COX6B1P3	pseudogene
ENSG00000273139	20308262	20308726	22		lincRNA
ENSG00000230071	40982704	40984007	22	RPL4P6	pseudogene
ENSG00000188424	20326328	20350457	22		antisense
ENSG00000231907	41069488	41070455	22	GAPDHP37	pseudogene
ENSG00000230769	41184781	41185271	22		pseudogene
ENSG00000235578	20330726	20331888	22		lincRNA
ENSG00000233603	41194043	41194289	22	JTBP1	pseudogene
ENSG00000230410	20336866	20341114	22		lincRNA
ENSG00000266594	41209887	41209962	22	MIR4766	miRNA
ENSG00000238887	41310883	41310986	22		snoRNA
ENSG00000235704	20377669	20378803	22		lincRNA
ENSG00000200683	41313747	41313850	22	RNU6-379P	snRNA
ENSG00000222698	41441501	41441595	22		misc_RNA
ENSG00000266175	41456636	41456705	22		miRNA
ENSG00000237214	41460056	41460640	22		pseudogene
ENSG00000206176	20378814	20380440	22		lincRNA
ENSG00000199515	41461558	41461650	22		misc_RNA
ENSG00000213857	41470184	41471243	22		pseudogene
ENSG00000221160	41488517	41488570	22	MIR1281	miRNA
ENSG00000252859	41564221	41564320	22	RNU6-375P	snRNA
ENSG00000232754	41565194	41579148	22		antisense
ENSG00000231993	41570595	41593460	22		antisense
ENSG00000215771	41585731	41586192	22	LRRC37A14P	pseudogene
ENSG00000235513	41605126	41613631	22		antisense
ENSG00000199865	41773181	41773287	22	RNU6-495P	snRNA
ENSG00000273424	41826938	41827379	22		lincRNA
ENSG00000200332	42044093	42044194	22		misc_RNA
ENSG00000207457	42075715	42075821	22	RNU6-476P	snRNA
ENSG00000255782	42090191	42092048	22		pseudogene
ENSG00000231261	42105229	42105493	22	HMGN2P10	pseudogene
ENSG00000252603	42118047	42118135	22	RNU6ATAC22P	snRNA
ENSG00000206813	42143316	42143417	22		misc_RNA
ENSG00000184068	42227219	42230669	22		antisense
ENSG00000207932	42296948	42297016	22	MIR33A	miRNA
ENSG00000260655	42318027	42319104	22		lincRNA
ENSG00000263463	42319226	42319301	22	MIR378I	miRNA
ENSG00000205704	42348169	42354937	22	LINC00634	pseudogene
ENSG00000224883	42377308	42378221	22		antisense
ENSG00000215347	42397073	42397970	22	SLC25A5P1	pseudogene
ENSG00000238498	42472062	42472165	22		snoRNA
ENSG00000270083	42485634	42486032	22		sense_intronic
ENSG00000237037	42486935	42535286	22	NDUFA6-AS1	processed_transcript
ENSG00000133460	24198890	24228496	22	SLC2A11	protein_coding
ENSG00000213790	42503769	42504957	22	OLA1P1	pseudogene
ENSG00000227370	42528550	42529005	22		pseudogene
ENSG00000232710	42532442	42535938	22		sense_intronic
ENSG00000226450	42545877	42551007	22	CYP2D8P	pseudogene
ENSG00000182057	42665759	42671202	22		lincRNA
ENSG00000233903	42672361	42673058	22		lincRNA
ENSG00000273366	42674194	42674852	22		lincRNA
ENSG00000229891	42760406	42765242	22		lincRNA
ENSG00000230107	42834029	42842201	22		lincRNA
ENSG00000172250	42896585	42908566	22	SERHL	processed_transcript
ENSG00000265106	42948194	42948279	22		miRNA
ENSG00000182841	42951229	42978044	22	RRP7B	pseudogene
ENSG00000251357	24204375	24237410	22		protein_coding
ENSG00000202058	42961054	42961336	22	RN7SKP80	misc_RNA
ENSG00000251913	42965153	42965256	22	RNU6-513P	snRNA
ENSG00000270022	43011250	43011913	22	RNU12	lincRNA
ENSG00000240972	24236191	24237414	22	MIF	protein_coding
ENSG00000200448	43158866	43158965	22		misc_RNA
ENSG00000234009	43172412	43173302	22	RPL5P34	pseudogene
ENSG00000229608	43180468	43183106	22	GOLGA2P4	pseudogene
ENSG00000226989	43249409	43249805	22		pseudogene
ENSG00000230319	43434591	43448372	22		antisense
ENSG00000218537	24236613	24241117	22		protein_coding
ENSG00000234735	43488173	43488530	22		pseudogene
ENSG00000236272	43608680	43609667	22		antisense
ENSG00000234892	43628147	43635016	22		antisense
ENSG00000203527	43671961	43679836	22		antisense
ENSG00000236117	43796337	43805687	22		lincRNA
ENSG00000223843	43911997	43932747	22	EFCAB6-AS1	antisense
ENSG00000133433	24299601	24303373	22	GSTT2B	protein_coding
ENSG00000233157	44155079	44155790	22		pseudogene
ENSG00000180150	44198424	44198652	22	HMGN2P9	pseudogene
ENSG00000261251	44208336	44213274	22		antisense
ENSG00000266837	44300476	44300561	22		miRNA
ENSG00000224856	44352907	44353228	22		pseudogene
ENSG00000236079	44809365	44810694	22		pseudogene
ENSG00000232655	44839207	44840668	22		lincRNA
ENSG00000228807	44879375	44879597	22	MRPS18CP6	pseudogene
ENSG00000099974	24309089	24314721	22	DDTL	protein_coding
ENSG00000215333	44962845	44964127	22	KRT18P23	pseudogene
ENSG00000187012	44965219	44968221	22	LINC00207	lincRNA
ENSG00000234300	45002819	45021299	22	LINC00229	lincRNA
ENSG00000231801	45047715	45048259	22	ANP32BP2	pseudogene
ENSG00000223730	45297427	45298351	22		pseudogene
ENSG00000230922	45396446	45399500	22		sense_intronic
ENSG00000099977	24313554	24322660	22	DDT	protein_coding
ENSG00000226328	45528901	45559662	22		lincRNA
ENSG00000273243	45551420	45551892	22		lincRNA
ENSG00000273353	45574871	45575191	22		sense_intronic
ENSG00000221598	45596835	45596900	22	MIR1249	miRNA
ENSG00000273287	45658166	45659466	22		lincRNA
ENSG00000213752	45671480	45671966	22		pseudogene
ENSG00000232363	45831744	45844624	22		antisense
ENSG00000238120	46000312	46001501	22		antisense
ENSG00000251985	46020411	46020512	22	RNU6-1161P	snRNA
ENSG00000264160	46156404	46156478	22	MIR4762	miRNA
ENSG00000235347	46188298	46189516	22		pseudogene
ENSG00000235091	46271879	46283628	22		lincRNA
ENSG00000265610	46372758	46372834	22		miRNA
ENSG00000273145	46409486	46411378	22		lincRNA
ENSG00000099984	24322339	24326106	22	GSTT2	protein_coding
ENSG00000231711	46435787	46440733	22	LINC00899	processed_transcript
ENSG00000273289	46448973	46449440	22		antisense
ENSG00000241990	46449585	46453090	22		antisense
ENSG00000231010	46451620	46454040	22		lincRNA
ENSG00000235159	46463236	46465771	22		antisense
ENSG00000266533	46486924	46487006	22	MIR3619	miRNA
ENSG00000198986	46508629	46508702	22	MIRLET7A3	miRNA
ENSG00000264147	46509446	46509537	22	MIR4763	miRNA
ENSG00000207875	46509566	46509648	22	MIRLET7B	miRNA
ENSG00000230634	46877226	46877657	22		pseudogene
ENSG00000234869	46937392	46944093	22		antisense
ENSG00000260708	47157791	47158460	22		antisense
ENSG00000221672	47243803	47243875	22		miRNA
ENSG00000224715	47741319	47769291	22		lincRNA
ENSG00000205634	48016792	48027318	22	LINC00898	lincRNA
ENSG00000184674	24376133	24384680	22	GSTT1	protein_coding
ENSG00000224271	48027423	48251349	22		lincRNA
ENSG00000232897	48058308	48059352	22		pseudogene
ENSG00000230345	48256420	48257811	22		lincRNA
ENSG00000235154	48440527	48444366	22		lincRNA
ENSG00000238192	48535278	48536818	22		lincRNA
ENSG00000229275	48537359	48539046	22		lincRNA
ENSG00000266508	48670176	48670227	22	MIR3201	miRNA
ENSG00000233179	48844702	48847029	22		lincRNA
ENSG00000266887	49176107	49176165	22	MIR4535	miRNA
ENSG00000251912	49210132	49210216	22		miRNA
ENSG00000205632	49288729	49294198	22		lincRNA
ENSG00000226142	49609837	49610173	22	RPL35P8	pseudogene
ENSG00000264139	49937041	49937114	22	MIR3667	miRNA
ENSG00000212939	49942329	49950121	22		antisense
ENSG00000213279	49965912	49969074	22		sense_intronic
ENSG00000235111	50006305	50009364	22		sense_intronic
ENSG00000226954	50111701	50118154	22		lincRNA
ENSG00000223142	50132325	50132651	22	RN7SKP252	misc_RNA
ENSG00000214727	50151275	50152628	22	RPL5P35	pseudogene
ENSG00000236867	50210896	50211360	22		pseudogene
ENSG00000260613	50226264	50231434	22		lincRNA
ENSG00000229409	50239577	50239738	22		pseudogene
ENSG00000273192	50295876	50298224	22		lincRNA
ENSG00000273188	50630153	50630831	22		antisense
ENSG00000273253	50637519	50638976	22		antisense
ENSG00000272836	50644014	50644491	22		antisense
ENSG00000273137	50646890	50647971	22		antisense
ENSG00000227484	50753060	50754437	22		antisense
ENSG00000242463	50809639	50809923	22	RN7SL500P	misc_RNA
ENSG00000238604	50837249	50837349	22		misc_RNA
ENSG00000272821	50962355	50963209	22		antisense
ENSG00000272666	50980734	50981335	22		lincRNA
ENSG00000273272	50981079	50981440	22		lincRNA
ENSG00000226738	50984844	50986081	22		antisense
ENSG00000205559	51021455	51022306	22	CHKB-AS1	antisense
ENSG00000272940	51035581	51036028	22		lincRNA
ENSG00000212569	51108232	51108329	22		misc_RNA
ENSG00000206841	51129688	51129791	22	RNU6-409P	snRNA
ENSG00000225929	51174253	51176567	22		antisense
ENSG00000254499	51179021	51181948	22		antisense
ENSG00000213683	51193096	51193862	22		pseudogene
ENSG00000184319	51195376	51239737	22	RPL23AP82	pseudogene
ENSG00000099991	24407642	24574596	22	CABIN1	protein_coding
ENSG00000099994	24577227	24585078	22	SUSD2	protein_coding
ENSG00000099998	24615622	24641110	22	GGT5	protein_coding
ENSG00000215513	20383524	20427835	22	PI4KAP1	pseudogene
ENSG00000100014	24666786	24813708	22	SPECC1L	protein_coding
ENSG00000271796	20434077	20434153	22		snoRNA
ENSG00000252571	20455222	20455364	22		snoRNA
ENSG00000252024	20455450	20455532	22		snoRNA
ENSG00000199876	20455669	20455969	22	RN7SKP131	misc_RNA
ENSG00000236984	20473206	20475156	22		pseudogene
ENSG00000234757	20486312	20488882	22	CA15P2	pseudogene
ENSG00000225894	20499890	20503484	22	PPP1R26P2	pseudogene
ENSG00000258555	24666866	24838324	22	SPECC1L-ADORA2A	protein_coding
ENSG00000216522	20610447	20616201	22		pseudogene
ENSG00000223579	20632023	20661407	22		lincRNA
ENSG00000227005	20644408	20645991	22		lincRNA
ENSG00000128271	24813847	24838328	22	ADORA2A	protein_coding
ENSG00000233938	20670709	20674508	22	PPP1R26P3	pseudogene
ENSG00000207343	20771087	20771189	22	RNU6-225P	snRNA
ENSG00000215493	20804409	20806111	22		pseudogene
ENSG00000255156	20829490	20829598	22	KLHL22-IT1	misc_RNA
ENSG00000201916	20835445	20835555	22		misc_RNA
ENSG00000242876	20836224	20836497	22	RN7SL812P	misc_RNA
ENSG00000236670	20837102	20838392	22	KRT18P5	pseudogene
ENSG00000265300	20837512	20837603	22		miRNA
ENSG00000236003	20876357	20878157	22		antisense
ENSG00000250261	20941783	20946505	22		pseudogene
ENSG00000223553	20956882	21011201	22	SMPD4P1	pseudogene
ENSG00000238125	21007017	21009037	22	SLC9A3P2	pseudogene
ENSG00000264718	21011322	21011403	22		miRNA
ENSG00000229107	21022124	21025272	22	ABHD17AP4	pseudogene
ENSG00000100024	24863206	24924358	22	UPB1	protein_coding
ENSG00000217261	21044217	21053226	22	POM121L4P	pseudogene
ENSG00000235062	21052250	21053222	22	BCRP5	pseudogene
ENSG00000226287	21055220	21058894	22	TMEM191A	processed_transcript
ENSG00000198062	16256441	16287937	22	POTEH	protein_coding
ENSG00000234252	21077335	21080208	22		antisense
ENSG00000272600	21243494	21245502	22		antisense
ENSG00000266366	21309449	21309714	22	RN7SL389P	misc_RNA
ENSG00000237476	21311380	21318967	22		lincRNA
ENSG00000272829	21335650	21336044	22		lincRNA
ENSG00000230513	21356175	21364631	22	THAP7-AS1	antisense
ENSG00000138867	24936406	24951903	22	GUCD1	protein_coding
ENSG00000161149	21357184	21368581	22	TUBA3FP	pseudogene
ENSG00000226872	21385646	21398258	22		antisense
ENSG00000207575	21388465	21388561	22	MIR649	miRNA
ENSG00000206145	21389532	21399306	22	P2RX6P	pseudogene
ENSG00000249680	21419749	21424386	22	TUBA3GP	pseudogene
ENSG00000169668	21457305	21476574	22	BCRP2	pseudogene
ENSG00000197210	21468896	21478740	22		lincRNA
ENSG00000224688	21495913	21496660	22		pseudogene
ENSG00000130538	16448824	16449805	22	OR11H1	protein_coding
ENSG00000215498	21522047	21546445	22	FAM230B	processed_transcript
ENSG00000198445	17071667	17073700	22	CCT8L2	protein_coding
ENSG00000100028	24951471	25005947	22	SNRPD3	protein_coding
ENSG00000172967	17264302	17302589	22	XKR3	protein_coding
ENSG00000234503	21532181	21534164	22		lincRNA
ENSG00000226885	21622450	21623192	22		pseudogene
ENSG00000229266	21637170	21638450	22	POM121L8P	pseudogene
ENSG00000169662	21645049	21648875	22	BCRP6	pseudogene
ENSG00000215568	17442826	17489112	22	GAB4	protein_coding
ENSG00000206142	21655279	21679331	22	FAM230C	lincRNA
ENSG00000177663	17565844	17596583	22	IL17RA	protein_coding
ENSG00000100031	24979718	25024972	22	GGT1	protein_coding
ENSG00000237407	21667209	21669193	22		lincRNA
ENSG00000232771	21695884	21699547	22	PPP1R26P5	pseudogene
ENSG00000226534	21724353	21726234	22		pseudogene
ENSG00000183307	17597189	17602257	22	CECR6	protein_coding
ENSG00000200057	21743480	21743780	22	RN7SKP63	misc_RNA
ENSG00000252314	21743917	21743999	22		snoRNA
ENSG00000252020	21744085	21744227	22		snoRNA
ENSG00000252402	21765339	21765415	22		snoRNA
ENSG00000235478	17602476	17612994	22		protein_coding
ENSG00000206140	21820712	21825558	22	TMEM191C	lincRNA
ENSG00000183506	21827289	21871822	22	PI4KAP2	pseudogene
ENSG00000069998	17618401	17646177	22	CECR5	protein_coding
ENSG00000178026	24981588	24989175	22	FAM211B	protein_coding
ENSG00000184571	25115001	25170687	22	PIWIL3	protein_coding
ENSG00000252799	21878047	21878123	22		snoRNA
ENSG00000252143	21899186	21899328	22		snoRNA
ENSG00000252605	21899414	21899496	22		snoRNA
ENSG00000222352	21899633	21899933	22	RN7SKP221	misc_RNA
ENSG00000273342	21995133	21995573	22		lincRNA
ENSG00000212102	22007270	22007347	22	MIR301B	miRNA
ENSG00000207751	22007593	22007674	22	MIR130B	miRNA
ENSG00000272954	22016223	22016652	22		sense_intronic
ENSG00000244671	22077172	22077471	22	RN7SL280P	misc_RNA
ENSG00000200985	22146723	22146813	22	RNA5SP493	rRNA
ENSG00000225544	22239621	22240012	22		pseudogene
ENSG00000224086	22292609	22297799	22		antisense
ENSG00000197549	22345496	22398332	22	PRAMENP	pseudogene
ENSG00000167037	25202236	25323545	22	SGSM1	protein_coding
ENSG00000253239	22380474	22380991	22	IGLVI-70	IG_V_pseudogene
ENSG00000254355	22387143	22387592	22	IGLVI-68	IG_V_pseudogene
ENSG00000093072	17660194	17702879	22	CECR1	protein_coding
ENSG00000225070	22390743	22394463	22		lincRNA
ENSG00000249333	22393042	22393525	22		pseudogene
ENSG00000253794	22398016	22398340	22	IGLV10-67	IG_V_pseudogene
ENSG00000228161	22400828	22400989	22		pseudogene
ENSG00000253874	22412845	22413304	22	IGLVIV-66-1	IG_V_pseudogene
ENSG00000206069	25331077	25342662	22	TMEM211	protein_coding
ENSG00000197077	25348697	25593415	22	KIAA1671	protein_coding
ENSG00000100053	25595817	25603330	22	CRYBB3	protein_coding
ENSG00000254075	22415489	22415950	22	IGLVV-66	IG_V_pseudogene
ENSG00000254161	22424636	22425118	22	IGLVIV-65	IG_V_pseudogene
ENSG00000244752	25615489	25627836	22	CRYBB2	protein_coding
ENSG00000253242	22429777	22430077	22	IGLVIV-64	IG_V_pseudogene
ENSG00000253752	22434180	22434673	22	IGLVI-63	IG_V_pseudogene
ENSG00000253823	22440972	22441521	22	IGLV1-62	IG_V_pseudogene
ENSG00000225741	22457629	22459267	22		pseudogene
ENSG00000182502	22469236	22472374	22	ABHD17AP5	pseudogene
ENSG00000236118	22509975	22510335	22		pseudogene
ENSG00000233720	22511775	22512024	22		pseudogene
ENSG00000227710	22522682	22523027	22		pseudogene
ENSG00000224465	22525369	22525942	22	SOCS2P2	pseudogene
ENSG00000100068	25747385	25801344	22	LRP5L	protein_coding
ENSG00000254308	22533618	22533867	22	IGLVIV-59	IG_V_pseudogene
ENSG00000253637	22536972	22537275	22	IGLVV-58	IG_V_pseudogene
ENSG00000236323	22540331	22541009	22	BMP6P1	pseudogene
ENSG00000253126	22552960	22553411	22	IGLVI-56	IG_V_pseudogene
ENSG00000253935	22574039	22574525	22	IGLVIV-53	IG_V_pseudogene
ENSG00000228050	22577580	22578959	22	TOP3BP1	pseudogene
ENSG00000234726	22583115	22584865	22		pseudogene
ENSG00000272216	22638312	22641586	22		lincRNA
ENSG00000234630	22648098	22649159	22		lincRNA
ENSG00000099954	17840837	18037850	22	CECR2	protein_coding
ENSG00000236850	22657589	22677203	22	BMS1P20	processed_transcript
ENSG00000272779	22657589	22664766	22		pseudogene
ENSG00000225724	22693926	22695567	22		pseudogene
ENSG00000232515	22702157	22702514	22		pseudogene
ENSG00000237428	22720578	22722138	22		pseudogene
ENSG00000232603	22725197	22725488	22		pseudogene
ENSG00000254175	22751369	22751861	22	IGLVI-42	IG_V_pseudogene
ENSG00000254073	22753184	22753334	22	IGLVVII-41-1	IG_V_pseudogene
ENSG00000253818	22758539	22759053	22	IGLV1-41	IG_V_pseudogene
ENSG00000224144	22774663	22775647	22	ASH2LP1	pseudogene
ENSG00000253889	22780158	22780651	22	IGLVI-38	IG_V_pseudogene
ENSG00000230821	22801024	22802674	22		pseudogene
ENSG00000253631	22804540	22804990	22	IGLV7-35	IG_V_pseudogene
ENSG00000226595	22819996	22820323	22		pseudogene
ENSG00000239066	22872116	22872211	22		snoRNA
ENSG00000100077	25960816	26125261	22	ADRBK2	protein_coding
ENSG00000253120	22922478	22922760	22	IGLV2-34	IG_V_pseudogene
ENSG00000253920	22946915	22947635	22	IGLV3-31	IG_V_pseudogene
ENSG00000253329	22961042	22961633	22	IGLV3-30	IG_V_pseudogene
ENSG00000215456	22972532	22978624	22	BCRP4	pseudogene
ENSG00000183169	22981648	22986944	22	POM121L1P	pseudogene
ENSG00000253338	23003769	23004012	22	IGLV3-29	IG_V_pseudogene
ENSG00000207834	23006898	23006993	22		miRNA
ENSG00000253451	23006943	23007377	22	IGLV2-28	IG_V_pseudogene
ENSG00000253913	23015622	23016072	22	IGLV3-26	IG_V_pseudogene
ENSG00000253779	23021570	23021818	22	IGLVVI-25-1	IG_V_pseudogene
ENSG00000232350	23032315	23032462	22		pseudogene
ENSG00000223999	23035263	23035797	22		lincRNA
ENSG00000253822	23036924	23037437	22	IGLV3-24	IG_V_pseudogene
ENSG00000207830	23040391	23040485	22		miRNA
ENSG00000253546	23043245	23043455	22	IGLVVI-22-1	IG_V_pseudogene
