ens_ID	transcript_ID	transcript_biotype
ENSG00000130204	ENST00000589253	protein_coding
ENSG00000184967	ENST00000330579	protein_coding
ENSG00000174640	ENST00000310926	protein_coding
ENSG00000267710	ENST00000593151	protein_coding
ENSG00000124743	ENST00000370905	protein_coding
ENSG00000178449	ENST00000550487	protein_coding
ENSG00000178449	ENST00000550487	protein_coding
ENSG00000184967	ENST00000541954	protein_coding
ENSG00000088543	ENST00000357203	protein_coding
ENSG00000207467	ENST00000384736	misc_RNA
ENSG00000174640	ENST00000493729	protein_coding
ENSG00000130643	ENST00000252939	protein_coding
ENSG00000133106	ENST00000537828	protein_coding
ENSG00000199394	ENST00000362524	snRNA
ENSG00000178449	ENST00000317943	protein_coding
ENSG00000141198	ENST00000575333	protein_coding
ENSG00000040608	ENST00000416372	protein_coding
ENSG00000178449	ENST00000550654	protein_coding
ENSG00000089157	ENST00000551150	protein_coding
ENSG00000088543	ENST00000449241	protein_coding
ENSG00000141198	ENST00000570499	protein_coding
ENSG00000201678	ENST00000364808	misc_RNA
ENSG00000040608	ENST00000043402	protein_coding
ENSG00000178449	ENST00000548985	protein_coding
ENSG00000147443	ENST00000276420	protein_coding
ENSG00000141198	ENST00000572576	protein_coding
ENSG00000130643	ENST00000368558	protein_coding
ENSG00000197461	ENST00000402802	protein_coding
ENSG00000149292	ENST00000314756	protein_coding
ENSG00000088543	ENST00000441239	protein_coding
ENSG00000040608	ENST00000425986	protein_coding
ENSG00000184967	ENST00000538784	protein_coding
ENSG00000143458	ENST00000368916	protein_coding
ENSG00000141198	ENST00000573607	protein_coding
ENSG00000130643	ENST00000368555	protein_coding
ENSG00000141198	ENST00000575909	protein_coding
ENSG00000084710	ENST00000403714	protein_coding
ENSG00000198089	ENST00000417682	protein_coding
ENSG00000130643	ENST00000368556	protein_coding
ENSG00000161558	ENST00000293261	protein_coding
ENSG00000198089	ENST00000425671	protein_coding
ENSG00000141480	ENST00000574954	protein_coding
ENSG00000105939	ENST00000242351	protein_coding
ENSG00000188987	ENST00000340756	protein_coding
ENSG00000084710	ENST00000402191	protein_coding
ENSG00000197461	ENST00000354513	protein_coding
ENSG00000080546	ENST00000436639	protein_coding
ENSG00000105939	ENST00000464606	protein_coding
ENSG00000089157	ENST00000552292	protein_coding
ENSG00000197461	ENST00000400761	protein_coding
ENSG00000071994	ENST00000541970	protein_coding
ENSG00000071994	ENST00000541970	protein_coding
ENSG00000141198	ENST00000574318	protein_coding
ENSG00000124212	ENST00000244043	protein_coding
ENSG00000147443	ENST00000518197	protein_coding
ENSG00000088543	ENST00000422619	protein_coding
ENSG00000105939	ENST00000460845	protein_coding
ENSG00000143458	ENST00000368917	protein_coding
ENSG00000141480	ENST00000346341	protein_coding
ENSG00000141480	ENST00000346341	protein_coding
ENSG00000084710	ENST00000405108	protein_coding
ENSG00000141198	ENST00000540336	protein_coding
ENSG00000147443	ENST00000523932	protein_coding
ENSG00000161558	ENST00000377431	protein_coding
ENSG00000089157	ENST00000313104	protein_coding
ENSG00000165271	ENST00000353159	protein_coding
ENSG00000084710	ENST00000264719	protein_coding
ENSG00000105939	ENST00000471652	protein_coding
ENSG00000141480	ENST00000572457	protein_coding
ENSG00000197461	ENST00000405692	protein_coding
ENSG00000081665	ENST00000587461	protein_coding
ENSG00000197409	ENST00000356476	protein_coding
ENSG00000080546	ENST00000302071	protein_coding
ENSG00000161558	ENST00000435956	protein_coding
ENSG00000081665	ENST00000590766	protein_coding
ENSG00000089157	ENST00000546989	protein_coding
ENSG00000147443	ENST00000544659	protein_coding
ENSG00000243414	ENST00000427199	protein_coding
ENSG00000179886	ENST00000504548	protein_coding
ENSG00000071994	ENST00000392090	protein_coding
ENSG00000179886	ENST00000321385	protein_coding
ENSG00000080546	ENST00000356644	protein_coding
ENSG00000198089	ENST00000540643	protein_coding
ENSG00000081665	ENST00000540806	protein_coding
ENSG00000211460	ENST00000455432	protein_coding
ENSG00000198089	ENST00000443326	protein_coding
ENSG00000198089	ENST00000443326	protein_coding
ENSG00000120675	ENST00000379221	protein_coding
ENSG00000161558	ENST00000598926	protein_coding
ENSG00000081665	ENST00000450683	protein_coding
ENSG00000069667	ENST00000335670	protein_coding
ENSG00000018869	ENST00000589143	protein_coding
ENSG00000141480	ENST00000381488	protein_coding
ENSG00000081665	ENST00000590319	protein_coding
ENSG00000081665	ENST00000587452	protein_coding
ENSG00000197409	ENST00000377831	protein_coding
ENSG00000141480	ENST00000412477	protein_coding
ENSG00000211460	ENST00000389682	protein_coding
ENSG00000211460	ENST00000389682	protein_coding
ENSG00000141480	ENST00000571428	protein_coding
ENSG00000081665	ENST00000545006	protein_coding
ENSG00000161558	ENST00000601522	protein_coding
ENSG00000244694	ENST00000339488	protein_coding
ENSG00000069667	ENST00000309157	protein_coding
ENSG00000141480	ENST00000575877	protein_coding
ENSG00000249437	ENST00000517649	protein_coding
ENSG00000261052	ENST00000338971	protein_coding
ENSG00000081665	ENST00000443905	protein_coding
ENSG00000018869	ENST00000301310	protein_coding
ENSG00000244694	ENST00000398738	protein_coding
ENSG00000261052	ENST00000395138	protein_coding
ENSG00000198089	ENST00000414585	protein_coding
ENSG00000249437	ENST00000523981	protein_coding
ENSG00000018869	ENST00000586929	protein_coding
ENSG00000221303	ENST00000408376	snoRNA
ENSG00000161558	ENST00000541566	protein_coding
ENSG00000244694	ENST00000543600	protein_coding
ENSG00000243414	ENST00000408996	protein_coding
ENSG00000243414	ENST00000408996	protein_coding
ENSG00000069667	ENST00000261523	protein_coding
ENSG00000261052	ENST00000563322	protein_coding
ENSG00000141480	ENST00000571206	protein_coding
ENSG00000249437	ENST00000508426	protein_coding
ENSG00000090512	ENST00000431018	protein_coding
ENSG00000261052	ENST00000569485	protein_coding
ENSG00000161558	ENST00000436660	protein_coding
ENSG00000152683	ENST00000440718	protein_coding
ENSG00000018869	ENST00000589895	protein_coding
ENSG00000089157	ENST00000546990	protein_coding
ENSG00000249437	ENST00000514857	protein_coding
ENSG00000135898	ENST00000392039	protein_coding
ENSG00000074657	ENST00000336078	protein_coding
ENSG00000101251	ENST00000284951	protein_coding
ENSG00000135898	ENST00000438398	protein_coding
ENSG00000165271	ENST00000379470	protein_coding
ENSG00000074657	ENST00000591083	protein_coding
ENSG00000207440	ENST00000384709	snRNA
ENSG00000135898	ENST00000392040	protein_coding
ENSG00000202402	ENST00000365532	misc_RNA
ENSG00000089157	ENST00000547211	protein_coding
ENSG00000074657	ENST00000588601	protein_coding
ENSG00000069667	ENST00000449337	protein_coding
ENSG00000074657	ENST00000590285	protein_coding
ENSG00000199291	ENST00000362421	misc_RNA
ENSG00000071994	ENST00000542896	protein_coding
ENSG00000004897	ENST00000066544	protein_coding
ENSG00000004897	ENST00000066544	protein_coding
ENSG00000143493	ENST00000366994	protein_coding
ENSG00000143493	ENST00000366994	protein_coding
ENSG00000143493	ENST00000366994	protein_coding
ENSG00000074657	ENST00000586085	protein_coding
ENSG00000074657	ENST00000589288	protein_coding
ENSG00000143493	ENST00000366993	protein_coding
ENSG00000211460	ENST00000409193	protein_coding
ENSG00000221978	ENST00000400809	protein_coding
ENSG00000249437	ENST00000503719	protein_coding
ENSG00000069667	ENST00000559343	protein_coding
ENSG00000143493	ENST00000366992	protein_coding
ENSG00000074657	ENST00000591230	protein_coding
ENSG00000071994	ENST00000538195	protein_coding
ENSG00000005955	ENST00000304718	protein_coding
ENSG00000249437	ENST00000194097	protein_coding
ENSG00000211460	ENST00000536142	protein_coding
ENSG00000105467	ENST00000344846	protein_coding
ENSG00000004897	ENST00000531206	protein_coding
ENSG00000089157	ENST00000550856	protein_coding
ENSG00000074657	ENST00000588543	protein_coding
ENSG00000261052	ENST00000354723	protein_coding
ENSG00000215375	ENST00000506838	protein_coding
ENSG00000196866	ENST00000341023	protein_coding
ENSG00000074657	ENST00000590287	protein_coding
ENSG00000071994	ENST00000453163	protein_coding
ENSG00000105467	ENST00000600863	protein_coding
ENSG00000074657	ENST00000591808	protein_coding
ENSG00000105467	ENST00000601610	protein_coding
ENSG00000215375	ENST00000505477	protein_coding
ENSG00000151967	ENST00000445224	protein_coding
ENSG00000005955	ENST00000485685	protein_coding
ENSG00000071994	ENST00000537445	protein_coding
ENSG00000071994	ENST00000537445	protein_coding
ENSG00000105467	ENST00000595322	protein_coding
ENSG00000056661	ENST00000580830	protein_coding
ENSG00000056661	ENST00000578487	protein_coding
ENSG00000107731	ENST00000335350	protein_coding
ENSG00000056661	ENST00000581345	protein_coding
ENSG00000074657	ENST00000592452	protein_coding
ENSG00000101251	ENST00000378072	protein_coding
ENSG00000143493	ENST00000440600	protein_coding
ENSG00000089157	ENST00000547191	protein_coding
ENSG00000074657	ENST00000588456	protein_coding
ENSG00000107731	ENST00000373192	protein_coding
ENSG00000261052	ENST00000355544	protein_coding
ENSG00000198440	ENST00000537943	protein_coding
ENSG00000165828	ENST00000433452	protein_coding
ENSG00000074657	ENST00000589481	protein_coding
ENSG00000151718	ENST00000403733	protein_coding
ENSG00000104524	ENST00000220966	protein_coding
ENSG00000074657	ENST00000591049	protein_coding
ENSG00000152683	ENST00000379343	protein_coding
ENSG00000215375	ENST00000511290	protein_coding
ENSG00000071994	ENST00000443345	protein_coding
ENSG00000071994	ENST00000443345	protein_coding
ENSG00000074657	ENST00000587755	protein_coding
ENSG00000128185	ENST00000248879	protein_coding
ENSG00000244736	ENST00000461817	misc_RNA
ENSG00000163394	ENST00000295589	protein_coding
ENSG00000119915	ENST00000370005	protein_coding
ENSG00000128185	ENST00000405465	protein_coding
ENSG00000089157	ENST00000550423	protein_coding
ENSG00000165828	ENST00000423766	protein_coding
ENSG00000151718	ENST00000513834	protein_coding
ENSG00000198440	ENST00000333201	protein_coding
ENSG00000198440	ENST00000333201	protein_coding
ENSG00000089157	ENST00000551914	protein_coding
ENSG00000101251	ENST00000473203	protein_coding
ENSG00000124721	ENST00000449981	protein_coding
ENSG00000004897	ENST00000571643	protein_coding
ENSG00000056661	ENST00000579882	protein_coding
ENSG00000074657	ENST00000586997	protein_coding
ENSG00000151967	ENST00000482804	protein_coding
ENSG00000198440	ENST00000391778	protein_coding
ENSG00000005955	ENST00000593016	protein_coding
ENSG00000165828	ENST00000458230	protein_coding
ENSG00000004897	ENST00000527547	protein_coding
ENSG00000124721	ENST00000373278	protein_coding
ENSG00000056661	ENST00000585100	protein_coding
ENSG00000173699	ENST00000424440	protein_coding
ENSG00000120658	ENST00000261488	protein_coding
ENSG00000120658	ENST00000261488	protein_coding
ENSG00000215375	ENST00000400159	protein_coding
ENSG00000056661	ENST00000578109	protein_coding
ENSG00000090512	ENST00000450521	protein_coding
ENSG00000151718	ENST00000448232	protein_coding
ENSG00000165271	ENST00000297990	protein_coding
ENSG00000056661	ENST00000360797	protein_coding
ENSG00000261052	ENST00000395137	protein_coding
ENSG00000221978	ENST00000408918	protein_coding
ENSG00000198440	ENST00000291598	protein_coding
ENSG00000120658	ENST00000412891	protein_coding
ENSG00000090512	ENST00000382134	protein_coding
ENSG00000165271	ENST00000379471	protein_coding
ENSG00000117616	ENST00000243189	protein_coding
ENSG00000005955	ENST00000588222	protein_coding
ENSG00000215375	ENST00000507804	protein_coding
ENSG00000107859	ENST00000370002	protein_coding
ENSG00000158220	ENST00000389567	protein_coding
ENSG00000120658	ENST00000540032	protein_coding
ENSG00000173699	ENST00000452881	protein_coding
ENSG00000130204	ENST00000252487	protein_coding
ENSG00000130204	ENST00000252487	protein_coding
ENSG00000104524	ENST00000433751	protein_coding
ENSG00000107859	ENST00000539804	protein_coding
ENSG00000173699	ENST00000433428	protein_coding
ENSG00000158220	ENST00000289135	protein_coding
ENSG00000111837	ENST00000313243	protein_coding
ENSG00000089157	ENST00000228306	protein_coding
ENSG00000251201	ENST00000282382	protein_coding
ENSG00000111837	ENST00000474039	protein_coding
ENSG00000111837	ENST00000474039	protein_coding
ENSG00000111837	ENST00000474039	protein_coding
ENSG00000221978	ENST00000497013	protein_coding
ENSG00000111837	ENST00000354489	protein_coding
ENSG00000173699	ENST00000455816	protein_coding
ENSG00000173699	ENST00000440792	protein_coding
ENSG00000258053	ENST00000549357	protein_coding
ENSG00000165271	ENST00000455041	protein_coding
ENSG00000173699	ENST00000423134	protein_coding
ENSG00000251201	ENST00000333314	protein_coding
ENSG00000213585	ENST00000395044	protein_coding
ENSG00000130204	ENST00000592434	protein_coding
ENSG00000238750	ENST00000459281	snRNA
ENSG00000202178	ENST00000365308	misc_RNA
ENSG00000090512	ENST00000265029	protein_coding
ENSG00000221978	ENST00000408952	protein_coding
ENSG00000173699	ENST00000495639	protein_coding
ENSG00000183751	ENST00000568546	protein_coding
ENSG00000104524	ENST00000377579	protein_coding
ENSG00000163785	ENST00000472234	protein_coding
ENSG00000169679	ENST00000409311	protein_coding
ENSG00000152683	ENST00000282587	protein_coding
ENSG00000213585	ENST00000265333	protein_coding
ENSG00000004897	ENST00000575483	protein_coding
ENSG00000214732	ENST00000372963	protein_coding
ENSG00000213402	ENST00000326294	protein_coding
ENSG00000111837	ENST00000538030	protein_coding
ENSG00000152683	ENST00000406369	protein_coding
ENSG00000151718	ENST00000504005	protein_coding
ENSG00000130204	ENST00000426677	protein_coding
ENSG00000213585	ENST00000395047	protein_coding
ENSG00000122965	ENST00000545145	protein_coding
ENSG00000124721	ENST00000327475	protein_coding
ENSG00000130204	ENST00000589649	protein_coding
ENSG00000111837	ENST00000536370	protein_coding
ENSG00000110696	ENST00000228136	protein_coding
ENSG00000127445	ENST00000587625	protein_coding
ENSG00000148516	ENST00000320985	protein_coding
ENSG00000152683	ENST00000435660	protein_coding
ENSG00000133706	ENST00000394434	protein_coding
ENSG00000252252	ENST00000516443	snRNA
ENSG00000238395	ENST00000459531	snoRNA
ENSG00000151718	ENST00000508747	protein_coding
ENSG00000110696	ENST00000524439	protein_coding
ENSG00000200303	ENST00000363433	snRNA
ENSG00000213585	ENST00000425992	protein_coding
ENSG00000152683	ENST00000538303	protein_coding
ENSG00000165338	ENST00000371681	protein_coding
ENSG00000122965	ENST00000392561	protein_coding
ENSG00000110696	ENST00000528634	protein_coding
ENSG00000130204	ENST00000405636	protein_coding
ENSG00000110696	ENST00000525684	protein_coding
ENSG00000127445	ENST00000247970	protein_coding
ENSG00000151718	ENST00000378925	protein_coding
ENSG00000151773	ENST00000444614	protein_coding
ENSG00000175782	ENST00000398004	protein_coding
ENSG00000004897	ENST00000446365	protein_coding
ENSG00000124721	ENST00000359357	protein_coding
ENSG00000114127	ENST00000264951	protein_coding
ENSG00000139624	ENST00000317551	protein_coding
ENSG00000199546	ENST00000362676	misc_RNA
ENSG00000122965	ENST00000261741	protein_coding
ENSG00000133706	ENST00000510191	protein_coding
ENSG00000124721	ENST00000394393	protein_coding
ENSG00000242311	ENST00000483160	misc_RNA
ENSG00000238438	ENST00000459140	snoRNA
ENSG00000134970	ENST00000456936	protein_coding
ENSG00000148516	ENST00000560721	protein_coding
ENSG00000151773	ENST00000281508	protein_coding
ENSG00000139624	ENST00000550919	protein_coding
ENSG00000175782	ENST00000431174	protein_coding
ENSG00000148516	ENST00000558440	protein_coding
ENSG00000149483	ENST00000278826	protein_coding
ENSG00000124721	ENST00000441566	protein_coding
ENSG00000207029	ENST00000384302	snRNA
ENSG00000243439	ENST00000466002	misc_RNA
ENSG00000134970	ENST00000508420	protein_coding
ENSG00000114127	ENST00000498077	protein_coding
ENSG00000139624	ENST00000553122	protein_coding
ENSG00000238355	ENST00000459340	snoRNA
ENSG00000169679	ENST00000302759	protein_coding
ENSG00000148516	ENST00000424869	protein_coding
ENSG00000127445	ENST00000588695	protein_coding
ENSG00000114127	ENST00000392981	protein_coding
ENSG00000114127	ENST00000392981	protein_coding
ENSG00000152683	ENST00000357055	protein_coding
ENSG00000090512	ENST00000382136	protein_coding
ENSG00000110696	ENST00000422258	protein_coding
ENSG00000183751	ENST00000332704	protein_coding
ENSG00000139624	ENST00000550547	protein_coding
ENSG00000128655	ENST00000286063	protein_coding
ENSG00000212450	ENST00000391148	snRNA
ENSG00000179630	ENST00000425906	protein_coding
ENSG00000230453	ENST00000290943	protein_coding
ENSG00000238707	ENST00000458762	snoRNA
ENSG00000182870	ENST00000397325	protein_coding
ENSG00000163785	ENST00000460933	protein_coding
ENSG00000090512	ENST00000539949	protein_coding
ENSG00000148516	ENST00000542815	protein_coding
ENSG00000166562	ENST00000587834	protein_coding
ENSG00000117616	ENST00000568701	protein_coding
ENSG00000134769	ENST00000596745	protein_coding
ENSG00000117616	ENST00000561867	protein_coding
ENSG00000148516	ENST00000561212	protein_coding
ENSG00000109680	ENST00000513455	protein_coding
ENSG00000128655	ENST00000358450	protein_coding
ENSG00000241878	ENST00000382151	protein_coding
ENSG00000117616	ENST00000568996	protein_coding
ENSG00000183038	ENST00000404912	protein_coding
ENSG00000202350	ENST00000365480	snRNA
ENSG00000230453	ENST00000605687	protein_coding
ENSG00000259075	ENST00000548729	protein_coding
ENSG00000259075	ENST00000548729	protein_coding
ENSG00000230453	ENST00000357927	protein_coding
ENSG00000149483	ENST00000542946	protein_coding
ENSG00000183038	ENST00000424787	protein_coding
ENSG00000239004	ENST00000458888	snRNA
ENSG00000104522	ENST00000524719	protein_coding
ENSG00000139624	ENST00000547800	protein_coding
ENSG00000259075	ENST00000547474	protein_coding
ENSG00000230453	ENST00000465094	protein_coding
ENSG00000128655	ENST00000436700	protein_coding
ENSG00000130203	ENST00000252486	protein_coding
ENSG00000148516	ENST00000559476	protein_coding
ENSG00000179630	ENST00000325686	protein_coding
ENSG00000182870	ENST00000411988	protein_coding
ENSG00000251695	ENST00000399333	protein_coding
ENSG00000174373	ENST00000554573	protein_coding
ENSG00000179630	ENST00000441843	protein_coding
ENSG00000112599	ENST00000230361	protein_coding
ENSG00000130203	ENST00000446996	protein_coding
ENSG00000105438	ENST00000330720	protein_coding
ENSG00000128655	ENST00000409504	protein_coding
ENSG00000169679	ENST00000447014	protein_coding
ENSG00000163785	ENST00000296084	protein_coding
ENSG00000163785	ENST00000296084	protein_coding
ENSG00000169679	ENST00000420328	protein_coding
ENSG00000105438	ENST00000597017	protein_coding
ENSG00000169679	ENST00000436916	protein_coding
ENSG00000105438	ENST00000600980	protein_coding
ENSG00000117616	ENST00000417642	protein_coding
ENSG00000130203	ENST00000434152	protein_coding
ENSG00000196622	ENST00000426804	protein_coding
ENSG00000241878	ENST00000397500	protein_coding
ENSG00000117616	ENST00000431849	protein_coding
ENSG00000154124	ENST00000284274	protein_coding
ENSG00000139656	ENST00000400419	protein_coding
ENSG00000130203	ENST00000425718	protein_coding
ENSG00000258130	ENST00000550538	protein_coding
ENSG00000163785	ENST00000427044	protein_coding
ENSG00000169679	ENST00000535254	protein_coding
ENSG00000128655	ENST00000389683	protein_coding
ENSG00000258130	ENST00000568353	protein_coding
ENSG00000149483	ENST00000381787	protein_coding
ENSG00000170265	ENST00000262085	protein_coding
ENSG00000148516	ENST00000361642	protein_coding
ENSG00000148516	ENST00000361642	protein_coding
ENSG00000148516	ENST00000361642	protein_coding
ENSG00000148516	ENST00000361642	protein_coding
ENSG00000154124	ENST00000506417	protein_coding
ENSG00000258130	ENST00000549390	protein_coding
ENSG00000114127	ENST00000463916	protein_coding
ENSG00000177398	ENST00000400427	protein_coding
ENSG00000196455	ENST00000356763	protein_coding
ENSG00000133706	ENST00000545646	protein_coding
ENSG00000139624	ENST00000422340	protein_coding
ENSG00000181751	ENST00000319933	protein_coding
ENSG00000148516	ENST00000446923	protein_coding
ENSG00000148516	ENST00000446923	protein_coding
ENSG00000166562	ENST00000588875	protein_coding
ENSG00000182870	ENST00000328957	protein_coding
ENSG00000133706	ENST00000274562	protein_coding
ENSG00000022355	ENST00000023897	protein_coding
ENSG00000128655	ENST00000433879	protein_coding
ENSG00000182870	ENST00000541995	protein_coding
ENSG00000170265	ENST00000479907	protein_coding
ENSG00000165338	ENST00000298068	protein_coding
ENSG00000181751	ENST00000515669	protein_coding
ENSG00000022355	ENST00000428797	protein_coding
ENSG00000114127	ENST00000477237	protein_coding
ENSG00000182870	ENST00000538356	protein_coding
ENSG00000164944	ENST00000297591	protein_coding
ENSG00000181751	ENST00000510890	protein_coding
ENSG00000241878	ENST00000435900	protein_coding
ENSG00000151778	ENST00000379179	protein_coding
ENSG00000182870	ENST00000542942	protein_coding
ENSG00000221206	ENST00000408279	snRNA
ENSG00000022355	ENST00000393943	protein_coding
ENSG00000188280	ENST00000434783	protein_coding
ENSG00000165338	ENST00000371667	protein_coding
ENSG00000177398	ENST00000400424	protein_coding
ENSG00000200309	ENST00000363439	misc_RNA
ENSG00000188280	ENST00000583722	protein_coding
ENSG00000201426	ENST00000364556	misc_RNA
ENSG00000148803	ENST00000447176	protein_coding
ENSG00000162972	ENST00000392290	protein_coding
ENSG00000022355	ENST00000437025	protein_coding
ENSG00000241878	ENST00000439502	protein_coding
ENSG00000157193	ENST00000306052	protein_coding
ENSG00000162972	ENST00000435773	protein_coding
ENSG00000165338	ENST00000446394	protein_coding
ENSG00000022355	ENST00000521339	protein_coding
ENSG00000196455	ENST00000508273	protein_coding
ENSG00000128655	ENST00000449286	protein_coding
ENSG00000143476	ENST00000366991	protein_coding
ENSG00000022355	ENST00000522651	protein_coding
ENSG00000196455	ENST00000507330	protein_coding
ENSG00000158470	ENST00000371711	protein_coding
ENSG00000177398	ENST00000408989	protein_coding
ENSG00000022355	ENST00000519621	protein_coding
ENSG00000198064	ENST00000520915	protein_coding
ENSG00000196455	ENST00000512430	protein_coding
ENSG00000177398	ENST00000408910	protein_coding
ENSG00000162972	ENST00000295079	protein_coding
ENSG00000241878	ENST00000422020	protein_coding
ENSG00000182870	ENST00000535228	protein_coding
ENSG00000148803	ENST00000368551	protein_coding
ENSG00000241878	ENST00000442379	protein_coding
ENSG00000198844	ENST00000583529	protein_coding
ENSG00000105464	ENST00000263269	protein_coding
ENSG00000163378	ENST00000383701	protein_coding
ENSG00000022355	ENST00000420560	protein_coding
ENSG00000130208	ENST00000588750	protein_coding
ENSG00000128655	ENST00000450799	protein_coding
ENSG00000241878	ENST00000431201	protein_coding
ENSG00000022355	ENST00000444819	protein_coding
ENSG00000157193	ENST00000371454	protein_coding
ENSG00000127324	ENST00000393330	protein_coding
ENSG00000198064	ENST00000568053	protein_coding
ENSG00000130208	ENST00000588802	protein_coding
ENSG00000241878	ENST00000429683	protein_coding
ENSG00000114127	ENST00000544157	protein_coding
ENSG00000134443	ENST00000256857	protein_coding
ENSG00000134443	ENST00000256857	protein_coding
ENSG00000130208	ENST00000592535	protein_coding
ENSG00000130208	ENST00000592885	protein_coding
ENSG00000223087	ENST00000411155	snRNA
ENSG00000127324	ENST00000247829	protein_coding
ENSG00000198064	ENST00000543463	protein_coding
ENSG00000207412	ENST00000384681	snRNA
ENSG00000070748	ENST00000339797	protein_coding
ENSG00000165338	ENST00000536715	protein_coding
ENSG00000130208	ENST00000589781	protein_coding
ENSG00000238970	ENST00000458829	snoRNA
ENSG00000067715	ENST00000393240	protein_coding
ENSG00000148803	ENST00000368552	protein_coding
ENSG00000163378	ENST00000295571	protein_coding
ENSG00000130208	ENST00000589078	protein_coding
ENSG00000239702	ENST00000474076	misc_RNA
ENSG00000037042	ENST00000251412	protein_coding
ENSG00000127324	ENST00000546561	protein_coding
ENSG00000148803	ENST00000278025	protein_coding
ENSG00000127324	ENST00000552128	protein_coding
ENSG00000241878	ENST00000336566	protein_coding
ENSG00000130208	ENST00000586638	protein_coding
ENSG00000201654	ENST00000364784	snRNA
ENSG00000204128	ENST00000373640	protein_coding
ENSG00000134443	ENST00000529320	protein_coding
ENSG00000202337	ENST00000365467	snRNA
ENSG00000197329	ENST00000358912	protein_coding
ENSG00000221496	ENST00000408569	snoRNA
ENSG00000134769	ENST00000315456	protein_coding
ENSG00000252628	ENST00000516819	snRNA
ENSG00000067715	ENST00000261205	protein_coding
ENSG00000241878	ENST00000266095	protein_coding
ENSG00000130208	ENST00000252491	protein_coding
ENSG00000197846	ENST00000359985	protein_coding
ENSG00000109680	ENST00000512840	protein_coding
ENSG00000137414	ENST00000259963	protein_coding
ENSG00000134769	ENST00000590412	protein_coding
ENSG00000134443	ENST00000420468	protein_coding
ENSG00000067715	ENST00000457153	protein_coding
ENSG00000134769	ENST00000590598	protein_coding
ENSG00000240589	ENST00000478664	misc_RNA
ENSG00000104522	ENST00000529064	protein_coding
ENSG00000067715	ENST00000552074	protein_coding
ENSG00000134443	ENST00000456142	protein_coding
ENSG00000134769	ENST00000591816	protein_coding
ENSG00000134769	ENST00000588125	protein_coding
ENSG00000134443	ENST00000530323	protein_coding
ENSG00000198046	ENST00000591790	protein_coding
ENSG00000067715	ENST00000547046	protein_coding
ENSG00000067715	ENST00000549671	protein_coding
ENSG00000264706	ENST00000584520	misc_RNA
ENSG00000067715	ENST00000551304	protein_coding
ENSG00000137809	ENST00000423218	protein_coding
ENSG00000112874	ENST00000230792	protein_coding
ENSG00000163378	ENST00000424374	protein_coding
ENSG00000157193	ENST00000465675	protein_coding
ENSG00000273217	ENST00000514667	protein_coding
ENSG00000070748	ENST00000337653	protein_coding
ENSG00000070748	ENST00000337653	protein_coding
ENSG00000198844	ENST00000361926	protein_coding
ENSG00000161133	ENST00000292729	protein_coding
ENSG00000264251	ENST00000581896	misc_RNA
ENSG00000134438	ENST00000256852	protein_coding
ENSG00000112874	ENST00000507423	protein_coding
ENSG00000163378	ENST00000456376	protein_coding
ENSG00000172725	ENST00000341356	protein_coding
ENSG00000067715	ENST00000552744	protein_coding
ENSG00000164944	ENST00000421249	protein_coding
ENSG00000198844	ENST00000579439	protein_coding
ENSG00000184385	ENST00000329015	protein_coding
ENSG00000067715	ENST00000552624	protein_coding
ENSG00000161133	ENST00000454608	protein_coding
ENSG00000198046	ENST00000504904	protein_coding
ENSG00000252076	ENST00000516267	misc_RNA
ENSG00000198518	ENST00000360441	protein_coding
ENSG00000157193	ENST00000354412	protein_coding
ENSG00000067715	ENST00000446242	protein_coding
ENSG00000127412	ENST00000265310	protein_coding
ENSG00000163378	ENST00000540764	protein_coding
ENSG00000198046	ENST00000292069	protein_coding
ENSG00000067715	ENST00000549559	protein_coding
ENSG00000251779	ENST00000515970	misc_RNA
ENSG00000127412	ENST00000439304	protein_coding
ENSG00000102804	ENST00000458659	protein_coding
ENSG00000104522	ENST00000425753	protein_coding
ENSG00000238418	ENST00000459275	snoRNA
ENSG00000127412	ENST00000442623	protein_coding
ENSG00000134438	ENST00000334889	protein_coding
ENSG00000207169	ENST00000384440	snRNA
ENSG00000182551	ENST00000327435	protein_coding
ENSG00000172725	ENST00000453768	protein_coding
ENSG00000198046	ENST00000587555	protein_coding
ENSG00000124380	ENST00000244227	protein_coding
ENSG00000070748	ENST00000395562	protein_coding
ENSG00000070748	ENST00000395562	protein_coding
ENSG00000238590	ENST00000459236	snRNA
ENSG00000170260	ENST00000335870	protein_coding
ENSG00000198046	ENST00000589946	protein_coding
ENSG00000172725	ENST00000545016	protein_coding
ENSG00000105447	ENST00000253237	protein_coding
ENSG00000134438	ENST00000555288	protein_coding
ENSG00000104522	ENST00000529048	protein_coding
ENSG00000164944	ENST00000437199	protein_coding
ENSG00000124380	ENST00000409116	protein_coding
ENSG00000198844	ENST00000421050	protein_coding
ENSG00000199870	ENST00000363000	misc_RNA
ENSG00000182551	ENST00000382093	protein_coding
ENSG00000105447	ENST00000598711	protein_coding
ENSG00000070748	ENST00000455728	protein_coding
ENSG00000070748	ENST00000351556	protein_coding
ENSG00000070748	ENST00000395559	protein_coding
ENSG00000182551	ENST00000415131	protein_coding
ENSG00000010438	ENST00000361005	protein_coding
ENSG00000170260	ENST00000481584	protein_coding
ENSG00000157193	ENST00000347547	protein_coding
ENSG00000104522	ENST00000533817	protein_coding
